Name,Platform,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Genre
Fabled Legends: The Dark Piper,PC,,,tbd,,"Big Fish Games, Blue Tea Games",,Miscellaneous
Escape Dead Island,Xbox 360,32,12,3.6,81,Fatshark AB,M,Action Adventure
Escape Dead Island,PlayStation 3,40,25,3.1,53,Fatshark AB,M,Action Adventure
Middle-earth: Shadow of Mordor,PlayStation 3,,,4.0,145,Behaviour Interactive,M,Fantasy
Grand Theft Auto V,Xbox One,97,14,7.8,1560,Rockstar North,M,Action Adventure
Grand Theft Auto V,PlayStation 4,97,66,8.4,6903,Rockstar North,M,Action Adventure
LEGO Batman 3: Beyond Gotham,3DS,,,7.0,11,TT Games,E10+,Action Adventure
LEGO Batman 3: Beyond Gotham,PlayStation 3,,,7.1,15,TT Games,E10+,Action Adventure
LEGO Batman 3: Beyond Gotham,PlayStation 4,73,43,6.9,126,TT Games,E10+,Action Adventure
LEGO Batman 3: Beyond Gotham,PlayStation Vita,,,7.3,16,TT Games,E10+,Action Adventure
LEGO Batman 3: Beyond Gotham,Wii U,,,7.0,21,TT Games,E10+,Action Adventure
LEGO Batman 3: Beyond Gotham,Xbox 360,,,7.0,21,TT Games,E10+,Action Adventure
LEGO Batman 3: Beyond Gotham,Xbox One,74,25,7.1,49,TT Games,E10+,Action Adventure
Assassin's Creed Rogue,Xbox 360,72,32,7.4,399,Ubisoft,M,Action Adventure
Assassin's Creed Rogue,PlayStation 3,72,53,7.5,395,Ubisoft Sofia,M,Action Adventure
Assassin's Creed Unity,PC,70,10,5.2,2636,"Ubisoft, Ubisoft Montreal",M,Action Adventure
Assassin's Creed Unity,PlayStation 4,70,40,5.6,2975,"Ubisoft, Ubisoft Montreal",M,Action Adventure
Assassin's Creed Unity,Xbox One,72,59,5.0,1281,"Ubisoft, Ubisoft Montreal",,Action Adventure
Terraria,PlayStation 4,83,4,7.7,111,"Engine Software, Pipeworks Software, Inc.",T,Action
Disney Planes: Fire & Rescue,Wii U,,,tbd,,Little Orbit,E,Adventure
Disney Planes: Fire & Rescue,Wii,,,tbd,,Little Orbit,E,Adventure
Disney Planes: Fire & Rescue,3DS,,,tbd,,Little Orbit,E,Adventure
Winx Club: Saving Alfea,3DS,,,tbd,,Little Orbit,E,Action
Sunset Overdrive,Xbox One,81,89,7.8,1471,Insomniac Games,M,General
Winx Club: Saving Alfea,DS,,,tbd,,"1st Playable Productions, Little Orbit",E,Action
The Evil Within,PlayStation 4,75,65,7.7,1874,Tango Gameworks,M,Horror
Akiba's Trip: Undead & Undressed,PlayStation Vita,64,17,7.3,75,Acquire,M,Action Adventure
Akiba's Trip: Undead & Undressed,PlayStation 3,57,20,7.7,46,Acquire,M,Action Adventure
Sleeping Dogs: Definitive Edition,PlayStation 4,77,34,7.4,443,United Front Games,M,Action Adventure
Middle-earth: Shadow of Mordor,Xbox One,87,12,8.0,753,Monolith Productions,M,Fantasy
Middle-earth: Shadow of Mordor,PC,84,17,7.9,2225,Monolith Productions,M,Fantasy
Tenkai Knights: Brave Battle,3DS,26,10,2.9,27,Bandai Namco Games,E10+,Action
Train Simulator 2015,PC,73,4,4.7,36,Dovetail Games,E,Simulation
Velocity 2X,PlayStation Vita,90,10,7.2,156,FuturLab,E10+,Shooter
inFamous: First Light,PlayStation 4,73,70,7.4,812,Sucker Punch,T,Action Adventure
Akiba's Trip: Undead & Undressed,PlayStation 4,57,21,6.9,66,Acquire,M,Action Adventure
BloodBath,PlayStation 3,,,tbd,,Freedom Factory Studios,,Action
Dynasty Warriors: Gundam Reborn,PlayStation 3,64,35,7.7,29,Omega Force,T,Action
Battle Princess of Arcadias,PlayStation 3,69,22,8.0,25,ApolloSoft,T,Role-Playing
Thief,PlayStation 4,67,48,6.2,763,Eidos Montreal,M,Fantasy
Bound by Flame,PlayStation 4,53,40,5.9,256,Spiders,M,Role-Playing
God of War Collection,PlayStation Vita,73,28,7.8,186,"Sanzaru Games, Sanzaru Games, Inc.",M,Action Adventure
Bound by Flame,Xbox 360,56,5,6.4,57,Spiders,M,Action RPG
Bound by Flame,PlayStation 3,,,5.8,45,Spiders,M,Action RPG
Deception IV: Blood Ties,PlayStation Vita,67,19,7.5,62,Koei Tecmo Games,M,Action Adventure
Deception IV: Blood Ties,PlayStation 3,70,19,8.0,28,Koei Tecmo Games,M,General
Magus,PlayStation 3,32,8,4.5,24,"Aksys Games, Black Tower Studios",T,Action
Senran Kagura Burst,3DS,62,27,7.2,71,Tamsoft,T,Action
Thief,PlayStation 3,,,5.4,150,Eidos Montreal,M,Fantasy
Thief,Xbox 360,,,5.5,155,Eidos Montreal,M,Fantasy
LEGO Marvel Super Heroes: Universe in Peril,PlayStation Vita,,,5.5,24,TT Games,E10+,Action Adventure
LEGO Marvel Super Heroes: Universe in Peril,DS,,,4.8,11,TT Games,E10+,Action Adventure
LEGO Marvel Super Heroes,PlayStation 4,83,22,7.7,387,TT Games,E10+,Action Adventure
Assassin's Creed IV: Black Flag,Xbox One,,,7.7,461,Ubisoft,M,Action Adventure
Ben 10 Omniverse 2,3DS,,,7.6,5,1st Playable Productions,E10+,Action
LEGO Marvel Super Heroes,Xbox One,,,7.1,87,TT Games,E10+,Action Adventure
Monster High: 13 Wishes,DS,,,tbd,,Torus Games,E,Action Adventure
Ryse: Son of Rome,Xbox One,60,77,6.4,1702,Crytek,M,Action Adventure
Young Justice: Legacy,Xbox 360,,,5.6,11,Freedom Factory Studios,T,Action
Young Justice: Legacy,PlayStation 3,,,4.8,18,Freedom Factory Studios,T,Action
Young Justice: Legacy,3DS,,,6.7,9,Farsight Studios,E10+,Action
Young Justice: Legacy,Wii,,,,,Freedom Factory Studios,T,Action
LEGO Marvel Super Heroes,Xbox 360,80,37,7.8,154,TT Games,E10+,Action Adventure
LEGO Marvel Super Heroes,Wii U,82,8,8.0,81,TT Games,E10+,Action Adventure
LEGO Marvel Super Heroes,PlayStation 3,82,22,7.8,98,TT Games,E10+,Action Adventure
Beyblade: Evolution,3DS,49,7,5.4,7,"SIMS, Rising Star Games",E,Action
Grand Theft Auto V,Xbox 360,97,58,8.3,4030,Rockstar North,M,Modern
Grand Theft Auto V,PlayStation 3,97,50,8.3,4789,Rockstar North,M,Modern
Killer Is Dead,Xbox 360,64,38,7.2,146,Grasshopper Manufacture,M,Action Adventure
Killer Is Dead,PlayStation 3,64,39,7.8,227,Grasshopper Manufacture,M,Action Adventure
One Piece: Pirate Warriors 2,PlayStation 3,71,35,7.8,74,Omega Force,T,Action
Saints Row IV,PC,86,45,7.4,1874,Volition Inc.,M,Action Adventure
Saints Row IV,Xbox 360,81,42,6.6,355,Volition Inc.,M,Action Adventure
Saints Row IV,PlayStation 3,76,26,6.4,303,Volition Inc.,M,Action Adventure
The Wonderful 101,Wii U,78,75,8.6,546,PlatinumGames,T,Action
Deadpool,Xbox 360,62,49,7.4,384,High Moon Studios,M,Fighting
Deadpool,PlayStation 3,61,27,7.2,239,High Moon Studios,M,Fighting
Remember Me,PlayStation 3,72,37,7.3,466,DONTNOD Entertainment,M,Action Adventure
Remember Me,Xbox 360,70,42,7.6,290,DONTNOD Entertainment,M,Action Adventure
Resident Evil: Revelations,PlayStation 3,74,30,7.5,290,Capcom,M,Action Adventure
Dead Island: Riptide,PlayStation 3,62,25,6.0,154,Techland,M,Action
LEGO City Undercover: The Chase Begins,3DS,62,44,6.7,76,Traveller's Tales,E10+,Action Adventure
Defiance,PlayStation 3,59,21,6.8,148,Trion Worlds,M,Role-Playing
Defiance,Xbox 360,60,27,7.2,249,Trion Worlds,M,Role-Playing
Defiance,PC,64,40,6.6,661,Trion Worlds,M,Role-Playing
DreamWorks The Croods: Prehistoric Party!,Wii U,,,3.0,11,Torus Games,E,Miscellaneous
DreamWorks The Croods: Prehistoric Party!,3DS,,,tbd,,Torus Games,E,Miscellaneous
DreamWorks The Croods: Prehistoric Party!,Wii,,,tbd,,Torus Games,E,Miscellaneous
Metal Gear Rising: Revengeance,PlayStation 3,80,61,8.0,901,PlatinumGames,M,Action Adventure
Metal Gear Rising: Revengeance,Xbox 360,82,46,8.0,445,PlatinumGames,M,Action Adventure
Fist of the North Star: Ken's Rage 2,PlayStation 3,49,19,7.3,21,"Koei, Omega Force",M,Action
Fist of the North Star: Ken's Rage 2,Xbox 360,55,18,7.1,21,Koei,M,Action
Fist of the North Star: Ken's Rage 2,Wii U,40,4,5.6,20,Koei,M,Action
DmC: Devil May Cry,Xbox 360,86,65,5.4,1500,Ninja Theory,M,Action
DmC: Devil May Cry,PlayStation 3,85,40,5.6,1634,Ninja Theory,M,Action
Ninja Gaiden 3: Razor's Edge,Wii U,69,41,7.5,123,Team Ninja,M,Action
Ratchet & Clank: Full Frontal Assault,PlayStation Vita,,,4.1,38,Tin Giant,E10+,Action
Mass Effect Trilogy,PlayStation 3,,,8.2,85,BioWare,M,Role-Playing
Ben 10: Omniverse,DS,,,tbd,,1st Playable Productions,E10+,Action
Ratchet & Clank: Full Frontal Assault,PlayStation 3,64,52,7.2,146,Insomniac Games,E10+,Action
Warriors Orochi 3 Hyper,Wii U,64,18,7.5,33,Omega Force,T,Action
ZombiU,Wii U,77,70,7.7,785,Ubisoft Montpellier,M,General
Hitman: Absolution,PlayStation 3,83,30,7.5,594,Io Interactive,M,Action Adventure
Hitman: Absolution,Xbox 360,79,51,7.2,515,Io Interactive,M,Action Adventure
Mass Effect Trilogy,Xbox 360,,,8.0,40,BioWare,M,Role-Playing
Dynasty Warriors 7 Empires,PlayStation 3,63,20,8.0,23,Omega Force,T,Action
Silent Hill: Book of Memories,PlayStation Vita,58,57,5.0,124,WayForward,M,Action Adventure
Painkiller: Hell & Damnation,PC,64,33,6.5,190,The Farm 51,M,Action
Of Orcs and Men,Xbox 360,64,17,5.8,72,"Cyanide, Spiders",M,Role-Playing
Of Orcs and Men,PlayStation 3,57,8,6.3,43,"Cyanide, Spiders",M,Role-Playing
Naughty Bear: Double Trouble!,PlayStation 3,,,tbd,,505 Games,T,Miscellaneous
God of War Saga,PlayStation 3,,,9.0,88,"Ready at Dawn, SCE Santa Monica",M,Miscellaneous
Transformers: Fall of Cybertron,Xbox 360,79,52,8.4,185,High Moon Studios,T,General
Transformers: Fall of Cybertron,PlayStation 3,77,32,8.2,103,High Moon Studios,T,Action
Cannon Fodder 3,PC,49,10,5.3,13,,,
LBX: Little Battlers eXperience,3DS,73,23,7.4,57,Level 5,E10+,Action
Metal Gear Solid HD Collection,PlayStation Vita,81,36,8.5,268,Armature Studio,M,Miscellaneous
Lollipop Chainsaw,PlayStation 3,67,37,7.2,224,Grasshopper Manufacture,M,Action
Lollipop Chainsaw,Xbox 360,70,64,7.0,281,Grasshopper Manufacture,M,General
Metal Gear Solid HD Collection,PlayStation Vita,81,36,8.5,268,Armature Studio,M,Miscellaneous
Tokyo Jungle,PlayStation 3,74,60,8.1,109,Crispy's,T,Action
Samurai & Dragons,PlayStation Vita,,,,,Sega,RP,Action
Prototype 2,PlayStation 3,79,39,6.8,212,Radical Entertainment,M,Action Adventure
Prototype 2,PC,76,12,6.6,520,Radical Entertainment,M,Action Adventure
Kinect Star Wars,Xbox 360,55,61,3.8,154,Terminal Reality,T,Action
Top Gun: Hard Lock,PlayStation 3,,,7.2,13,505 Games,T,Action
Top Gun: Hard Lock,Xbox 360,54,8,3.5,16,505 Games,T,Action
GoGo's Crazy Bones,DS,,,tbd,,Black Lantern Studios,E,Action
Ninja Gaiden 3,Xbox 360,58,39,4.4,141,Team Ninja,M,Action
Ninja Gaiden 3,PlayStation 3,58,43,5.1,162,Team Ninja,M,Action
Warriors Orochi 3,PlayStation 3,70,17,7.9,39,Omega Force,T,Action
Blades of Time,PlayStation 3,53,19,7.0,33,Gaijin Entertainment,M,Action
Blades of Time,Xbox 360,52,23,6.5,35,Gaijin Entertainment,M,Action
Dynasty Warriors VS,3DS,,,,,Koei,,Action
LEGO Harry Potter: Years 5-7,PlayStation Vita,64,19,6.9,25,Traveller's Tales,E10+,Action Adventure
Ninja Gaiden Sigma Plus,PlayStation Vita,72,47,7.4,74,Team Ninja,M,Action Adventure
Asura's Wrath,PlayStation 3,71,39,7.5,220,CyberConnect2,T,Action Adventure
Asura's Wrath,Xbox 360,71,54,6.7,162,CyberConnect2,T,Action Adventure
Metal Gear Solid: Snake Eater 3D,3DS,78,46,7.9,200,Kojima Productions,M,Action Adventure
Binary Domain,PlayStation 3,72,33,8.3,207,"Sega, Ryu ga Gotoku Studios",M,Action
Binary Domain,Xbox 360,74,43,8.1,209,"Sega, Ryu ga Gotoku Studios",M,Action
Uncharted: Golden Abyss,PlayStation Vita,80,80,7.5,897,"Naughty Dog, Sony Bend",T,Action Adventure
Resident Evil: Revelations,3DS,82,78,8.5,516,Capcom,M,Action Adventure
Metal Gear Solid HD Collection,PlayStation 3,89,50,9.0,506,"Genki, Bluepoint Games",M,Miscellaneous
Metal Gear Solid HD Collection,Xbox 360,90,19,8.8,228,"Genki, Bluepoint Games",M,Miscellaneous
Warriors: Legends of Troy,Xbox 360,54,11,7.0,8,Tecmo Koei Canada,M,Action
Warriors Orochi 2,Xbox 360,44,28,8.1,15,Omega Force,T,Action
Warriors Orochi 3,Xbox 360,71,9,8.1,19,Omega Force,T,Action
Dynasty Warriors Next,PlayStation Vita,67,35,7.5,75,"Koei, Omega Force",T,Action
Shinobido 2: Revenge of Zen,PlayStation Vita,55,34,6.7,43,Acquire,M,Action Adventure
Order Up!!,3DS,72,7,6.5,6,SuperVillain Studios,E,Action
Order Up!!,PlayStation 3,55,8,4.8,4,SuperVillain Studios,E,Action
Jaws: Ultimate Predator,3DS,,,tbd,,"MicroProse, n-Space",M,Action
Jaws: Ultimate Predator,Wii,,,6.3,4,Tectonic Studios,T,Action
Assassin's Creed: Revelations,PC,80,20,7.5,1303,Ubisoft Montreal,M,Action Adventure
Saint Seiya: Sanctuary Battle,PlayStation 3,62,14,7.8,43,Dimps Corporation,,Action
Saban's Power Rangers Samurai,Wii,45,4,7.0,6,Inti Creates,E10+,Action
WWE All Stars,3DS,71,12,7.1,13,THQ,T,Action
Tsumiki: Block Drop Mania,DS,,,tbd,,RED Entertainment,E,Action
Assassin's Creed: Revelations,PlayStation 3,80,39,7.6,817,Ubisoft Montreal,M,Action Adventure
Assassin's Creed: Revelations,Xbox 360,80,77,7.3,714,Ubisoft Montreal,M,Action Adventure
Jurassic Park: The Game,Xbox 360,60,9,3.8,134,Telltale Games,T,Adventure
Kung-Fu High Impact,Xbox 360,56,18,7.7,21,Virtual Air Guitar Company,T,Action
Marvel Super Hero Squad: Comic Combat,PlayStation 3,,,tbd,,THQ,E10+,Action
Marvel Super Hero Squad: Comic Combat,Wii,,,tbd,,THQ,E10+,Action
Marvel Super Hero Squad: Comic Combat,Xbox 360,,,tbd,,THQ,E10+,Action
Medieval Moves: Deadmund's Quest,PlayStation 3,61,41,6.9,18,Zindagi Games,E10+,Action Adventure
Saints Row: The Third,PlayStation 3,82,50,7.8,444,Volition Inc.,M,Action Adventure
Saints Row: The Third,PC,84,22,8.1,1601,Volition Inc.,M,Action Adventure
Saints Row: The Third,Xbox 360,84,70,7.7,533,Volition Inc.,M,Action Adventure
Victorious: Time to Shine,Xbox 360,,,6.5,4,High Voltage Software,E,Action
DaGeDar,DS,,,tbd,,Black Lantern Studios,E,Action
Metal Gear Solid HD Collection,PlayStation 3,89,50,9.0,506,"Genki, Bluepoint Games",M,Miscellaneous
Metal Gear Solid HD Collection,Xbox 360,90,19,8.8,228,"Genki, Bluepoint Games",M,Miscellaneous
SpongeBob's Surf & Skate Roadtrip,DS,,,tbd,,THQ,E,Miscellaneous
SpongeBob's Surf & Skate Roadtrip,Xbox 360,,,3.8,4,THQ,E,Miscellaneous
Invizimals: The Lost Tribes,PSP,,,8.2,11,Novarama,,Strategy
Generator Rex: Agent of Providence,DS,,,tbd,,Virtuos,E10+,Action
Generator Rex: Agent of Providence,3DS,,,tbd,,Virtuos,E10+,Action
Generator Rex: Agent of Providence,Wii,,,tbd,,Virtuos,E10+,Action
Generator Rex: Agent of Providence,Xbox 360,,,4.0,6,Virtuos,E10+,Action
Generator Rex: Agent of Providence,PlayStation 3,,,tbd,,Virtuos,E10+,Action
Nickelodeon Team Umizoomi,DS,,,8.0,7,Black Lantern Studios,EC,Miscellaneous
Captain America: Super Soldier,3DS,51,9,6.7,9,High Voltage Software,T,Action
Disney Universe,PlayStation 3,70,29,7.1,15,"Eurocom Entertainment Software, Eurocom",E10+,Action Adventure
Disney Universe,Xbox 360,66,31,5.8,17,"Eurocom Entertainment Software, Eurocom",E10+,Action Adventure
Disney Universe,Wii,61,11,6.6,8,"Eurocom Entertainment Software, Eurocom",E10+,Action Adventure
Disney Universe,PC,,,7.8,6,"Eurocom Entertainment Software, Eurocom",E10+,Action Adventure
DreamWorks Puss in Boots,DS,,,8.0,5,ImaginEngine,E,Action
The Cursed Crusade,PlayStation 3,45,17,5.1,29,Kylotonn,M,Action Adventure
The Cursed Crusade,Xbox 360,39,27,4.5,31,Kylotonn,M,Action Adventure
The Cursed Crusade,PC,55,7,5.6,41,Kylotonn,M,Action Adventure
Batman: Arkham City,PlayStation 3,96,42,8.8,3074,Rocksteady Studios,T,Action Adventure
Batman: Arkham City,Xbox 360,94,87,8.8,1770,Rocksteady Studios,T,Action Adventure
Skylanders: Spyro's Adventure,Wii,81,11,5.9,50,Toys for Bob,E10+,Action
Skylanders: Spyro's Adventure,3DS,82,8,5.1,78,Vicarious Visions,E10+,Action
Skylanders: Spyro's Adventure,PlayStation 3,77,18,5.2,53,Toys for Bob,E10+,Action
Skylanders: Spyro's Adventure,Xbox 360,78,35,5.3,62,Toys for Bob,E10+,Action
Skylanders: Spyro's Adventure,PC,,,4.4,21,Toys for Bob,E10+,Action
Ace Combat: Assault Horizon,PlayStation 3,77,28,6.8,100,Project Aces,T,Action
Red Dead Redemption: Game of the Year Edition,Xbox 360,,,8.8,59,Rockstar San Diego,M,Action Adventure
Dead Rising 2: Off the Record,PlayStation 3,72,31,7.0,41,Capcom Vancouver,M,Action Adventure
Ace Combat: Assault Horizon,Xbox 360,78,71,6.2,92,Project Aces,T,Action
Aliens: Infestation,DS,76,43,8.2,34,"Gearbox Software, WayForward",T,Action
Dead Rising 2: Off the Record,Xbox 360,72,48,7.5,70,Capcom Vancouver,M,Action Adventure
Marvel Super Hero Squad: The Infinity Gauntlet,3DS,54,4,tbd,,THQ,E10+,Action
Red Dead Redemption: Game of the Year Edition,PlayStation 3,,,8.6,84,Rockstar San Diego,M,Action Adventure
Spider-Man: Edge of Time,PlayStation 3,58,43,7.2,56,Beenox,T,Action
Spider-Man: Edge of Time,Xbox 360,57,50,7.2,47,Beenox,T,Action
Spider-Man: Edge of Time,DS,50,6,tbd,,"Beenox, Other Ocean Interactive",E10+,Action
Spider-Man: Edge of Time,Wii,62,9,6.9,10,Beenox,T,Action
X-Men: Destiny,PlayStation 3,50,33,5.0,42,Silicon Knights,T,Action
X-Men: Destiny,Xbox 360,47,51,4.9,76,Silicon Knights,T,Action
X-Men: Destiny,DS,33,6,5.6,7,"Silicon Knights, Other Ocean Interactive",E10+,Action
X-Men: Destiny,Wii,36,10,4.1,14,Silicon Knights,T,Action
Frogger 3D,3DS,54,11,6.1,11,Alpha Unit,E,Action
Thor: God of Thunder,3DS,55,10,4.2,5,Red Fly Studio,T,Action
Dead Island,Xbox 360,71,75,6.9,658,Techland,M,Action Adventure
Dead Island,PlayStation 3,71,41,6.6,445,Techland,M,Action Adventure
1001 Touch Games,DS,,,tbd,,"Avanquest Software, Teyon",E,Action
Boulder Dash-XL,PC,,,,,Catnip Games,,Miscellaneous
Phineas and Ferb: Across the 2nd Dimension,DS,47,5,tbd,,Altron,E,Action
Phineas and Ferb: Across the 2nd Dimension,PlayStation 3,63,13,7.3,15,High Impact Games,E10+,Action
Phineas and Ferb: Across the 2nd Dimension,Wii,76,4,7.8,11,High Impact Games,E10+,Action
Pac-Man & Galaga Dimensions,3DS,60,25,7.1,12,Namco Bandai Games,E10+,Action
Captain America: Super Soldier,Wii,57,16,7.2,9,High Voltage Software,T,Action
Captain America: Super Soldier,Xbox 360,60,48,6.6,44,Next Level Games,T,Action
Captain America: Super Soldier,PlayStation 3,61,34,7.5,55,Next Level Games,T,Action
Dynasty Warriors: Gundam 3,Xbox 360,65,27,8.0,22,"Omega Force, Koei Tecmo Games",T,Action
Dynasty Warriors: Gundam 3,PlayStation 3,58,18,7.6,22,"Omega Force, Koei Tecmo Games",T,Action
Shadows of the Damned,PlayStation 3,77,56,8.2,161,Grasshopper Manufacture,M,Action Adventure
Shadows of the Damned,Xbox 360,76,76,8.2,172,Grasshopper Manufacture,M,Action Adventure
Top Gun,PlayStation 3,49,25,4.4,5,Doublesix,T,Action
Transformers: Dark of the Moon,Xbox 360,59,53,6.2,37,High Moon Studios,T,Action
Transformers: Dark of the Moon,PlayStation 3,57,41,5.5,32,High Moon Studios,T,Action
Green Lantern: Rise of the Manhunters,3DS,42,6,4.0,8,Griptonite Games,E10+,Action Adventure
Gundam the 3D Battle,3DS,,,,,Namco Bandai Games,,Action
Warriors: Legends of Troy,PlayStation 3,44,22,7.3,26,Tecmo Koei Canada,M,Action
Super Monkey Ball 3D,3DS,55,57,5.5,42,Sega,E,Action
Way of the Samurai 4,PlayStation 3,58,25,7.1,21,Acquire,M,Action Adventure
Rango,PlayStation 3,65,23,6.4,12,Behaviour Interactive,E10+,Action Adventure
Rango,Xbox 360,68,25,8.3,12,Behaviour Interactive,E10+,Action Adventure
Rango,Wii,52,8,7.0,5,Behaviour Interactive,E10+,Action Adventure
Rango,DS,55,4,tbd,,Behavior Studios,E,Action Adventure
Knights Contract,PlayStation 3,51,37,6.9,15,Game Republic,M,Action Adventure
Knights Contract,Xbox 360,49,41,6.2,21,Game Republic,M,Action Adventure
Disney's TRON: Evolution,PlayStation 3,58,47,6.3,31,Propaganda Games,T,Action
Disney's TRON: Evolution,Xbox 360,58,51,6.0,49,Propaganda Games,T,Action
Disney's TRON: Evolution,PC,57,11,5.4,30,Propaganda Games,T,Action
Yogi Bear,Wii,,,tbd,,Monkey Bar Games,E,Action
Captain Blood,Xbox 360,,,,,SeaWolf,,Action Adventure
Disney's TRON: Evolution,PSP,,,8.3,4,SuperVillain Studios,E10+,Action Adventure
Red Dead Redemption: Undead Nightmare,PlayStation 3,,,7.8,27,Rockstar San Diego,M,Miscellaneous
Red Dead Redemption: Undead Nightmare,Xbox 360,,,8.0,29,Rockstar San Diego,M,Miscellaneous
Splatterhouse,PlayStation 3,59,49,7.9,88,"Namco Bandai Games America, Namco Bandai Games",M,Action
Splatterhouse,Xbox 360,62,51,7.8,77,"Namco Bandai Games America, Namco Bandai Games",M,Action
Assassin's Creed: Brotherhood,PlayStation 3,90,59,8.3,1191,Ubisoft Montreal,M,Action Adventure
Assassin's Creed: Brotherhood,Xbox 360,89,81,8.4,875,Ubisoft Montreal,M,Action Adventure
Barbie: Groom and Glam Pups,DS,,,tbd,,Game Machine Studios,E,Action
Barbie: Groom and Glam Pups,Wii,,,tbd,,Game Machine Studios,E,Action
Marvel Super Hero Squad: The Infinity Gauntlet,DS,,,tbd,,THQ,E10+,Action
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,49,6,5.0,4,THQ,E10+,Action
Marvel Super Hero Squad: The Infinity Gauntlet,PlayStation 3,54,6,8.0,4,THQ,E10+,Action
Marvel Super Hero Squad: The Infinity Gauntlet,Xbox 360,55,10,7.0,9,THQ,E10+,Action
Tom Clancy's HAWX 2,PC,66,12,3.8,56,Ubisoft,T,Action
Tom Clancy's HAWX 2,Wii,47,11,8.5,4,Ubisoft,T,Action
FlingSmash,Wii,48,26,7.6,22,Artoon,E,Action
Bakugan: Defenders of the Core,DS,,,5.9,7,Now Production,E10+,Action
Bakugan: Defenders of the Core,PlayStation 3,50,7,7.4,7,Now Production,E10+,Action
Bakugan: Defenders of the Core,PSP,,,8.3,4,Now Production,E10+,Action
Bakugan: Defenders of the Core,Wii,,,7.2,5,Now Production,E10+,Action
Bakugan: Defenders of the Core,Xbox 360,62,10,8.0,4,Now Production,E10+,Action
James Bond 007: Blood Stone,DS,70,10,6.4,5,n-Space,T,Action
James Bond 007: Blood Stone,PlayStation 3,65,49,7.4,65,Bizarre Creations,T,Action
James Bond 007: Blood Stone,Xbox 360,62,66,7.3,76,Bizarre Creations,T,Driving
James Bond 007: Blood Stone,PC,63,17,7.3,91,Bizarre Creations,T,Action
The Story of Noah's Ark,DS,,,tbd,,"SouthPeak Games, Razorback Developments",E,Action
Digging for Dinosaurs,DS,,,tbd,,CokeM Interactive,E,Action
Rudolph the Red-Nosed Reindeer,DS,,,tbd,,Crave,E,Action
Rudolph the Red-Nosed Reindeer,Wii,,,0.8,4,High Voltage Software,E,Action
