Name,Platform,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Genre
X2: Wolverine's Revenge,Game Boy Advance,72,8,7.0,6,Vicarious Visions,E,Action
Disney Princess,Game Boy Advance,,,tbd,,Art,E,Action
Samurai Jack: The Amulet of Time,Game Boy Advance,63,13,5.9,10,Virtucraft,T,Action
Sonic Advance 2,Game Boy Advance,83,23,8.0,84,Dimps Corporation,E,Action
SpongeBob SquarePants: Revenge of the Flying Dutchman,PlayStation 2,,,6.7,51,Big Sky Software,E,Action
Superman: Countdown To Apokolips,Game Boy Advance,47,5,5.8,8,Mistic Software,E,Action
Rayman 3: Hoodlum Havoc,PC,74,8,8.2,107,Ubisoft,E,Action
Piglet's Big Game,PlayStation 2,,,tbd,,Doki Denki,E,Action
Piglet's Big Game,GameCube,70,4,8.0,5,Doki Denki,E,Action
Rayman 3: Hoodlum Havoc,Xbox,75,13,8.8,16,Ubisoft,E,Action
Rayman 3: Hoodlum Havoc,PlayStation 2,76,21,8.7,83,Ubisoft,E,Action
Zapper: One Wicked Cricket!,Game Boy Advance,58,7,tbd,,"Atomic Planet Entertainment, Blitz Games",E,Action
Mega Man & Bass,Game Boy Advance,79,18,8.8,64,Capcom,E,Action
Rayman 3: Hoodlum Havoc,GameCube,77,24,8.6,38,Ubisoft Shanghai,E,Action
Rayman 3,Game Boy Advance,83,21,7.4,14,Ubisoft,E,Action
Disney's The Jungle Book,Game Boy Advance,60,4,tbd,,Visual Impact,E,Action
Vexx,PlayStation 2,63,20,7.9,17,Acclaim Studios Austin,T,Action
Vexx,Xbox,70,21,8.3,10,Acclaim,T,Action
Vexx,GameCube,71,22,7.3,6,Acclaim,T,Action
Crash Bandicoot 2: N-Tranced,Game Boy Advance,75,21,7.7,64,Vicarious Visions,E,Action
Bratz,Game Boy Advance,,,tbd,,DC Studios,E,Action
SpongeBob SquarePants: Revenge of the Flying Dutchman,GameCube,66,4,6.8,23,Big Sky Software,E,Action
Jimmy Neutron Boy Genius,GameCube,42,4,5.7,13,Big Sky Software,E,Action
Frogger Beyond,Xbox,,,tbd,,Konami,E,Action
Frogger Beyond,GameCube,60,6,7.2,5,Konami,E,Action
Disney's PK: Out of the Shadows,GameCube,46,10,6.8,6,Ubisoft,E,Action
Rugrats: Royal Ransom,GameCube,,,6.5,12,Avalanche Software,E,Action
The Revenge of Shinobi,Game Boy Advance,51,11,tbd,,3d6 Games,E,Action
Haven: Call of the King,PlayStation 2,69,26,7.2,19,Traveller's Tales,T,Action
Rugrats: Royal Ransom,PlayStation 2,,,7.6,5,Avalanche Software,E,Action
Disney's Kim Possible: Revenge of Monkey Fist,Game Boy Advance,62,4,8.0,10,Digital Eclipse,E,Action
The Wild Thornberrys Movie,Game Boy Advance,,,tbd,,Human Soft,E,Action
Spyro: Enter the Dragonfly,GameCube,48,13,5.1,36,Equinoxe,E,Action
Spyro: Enter the Dragonfly,PlayStation 2,56,20,4.5,131,Check Six Games,E,Action
Disney's PK: Out of the Shadows,PlayStation 2,49,14,6.4,8,Ubisoft,E,Action
Rocket Power: Beach Bandits,PlayStation 2,,,6.9,14,Evolution Games,E,Action
Casper: Spirit Dimensions,GameCube,,,tbd,,Lucky Chicken,E,Action
Pac-Man World 2,Xbox,66,7,7.5,4,Namco,E,Action
Taz Wanted,GameCube,61,5,7.2,6,Blitz Games,E,Action
Secret Agent Barbie: Royal Jewels Mission,Game Boy Advance,71,4,10,8,Digital Illusions,E,Action
Blinx: The Time Sweeper,Xbox,71,36,7.7,61,Artoon,E,Action
Soccer Kid,Game Boy Advance,,,tbd,,"Telegames, Inc.",E,Sports
Jimmy Neutron Boy Genius,PlayStation 2,,,5.4,5,THQ,E,Action
Spyro 2: Season of Flame,Game Boy Advance,76,18,6.9,24,Digital Eclipse,E,Action
Rocket Power: Beach Bandits,GameCube,53,6,8.0,5,Evolution Games,E,Action
Sly Cooper and the Thievius Raccoonus,PlayStation 2,86,41,8.5,306,Sucker Punch,E,Action
Super Ghouls 'n Ghosts,Game Boy Advance,78,19,7.3,8,Capcom,E,Action
Taz Wanted,Xbox,62,8,6.8,5,Blitz Games,E,Action
Crash Bandicoot: The Wrath of Cortex,GameCube,62,11,6.8,56,Traveller's Tales,E,Action
Taz Wanted,PlayStation 2,65,7,8.7,20,Blitz Games,E,Action
Scooby-Doo! Night of 100 Frights,GameCube,68,11,7.4,14,THQ,E,Action Adventure
Ty the Tasmanian Tiger,GameCube,69,12,8.1,24,Krome Studios,E,Action
Ty the Tasmanian Tiger,Xbox,68,13,8.8,14,Krome Studios,E,Action
Ty the Tasmanian Tiger,PlayStation 2,70,14,8.8,69,Krome Studios,E,Action
Mega Man Zero,Game Boy Advance,82,17,8.8,101,Inti,E,Action
Turok: Evolution,Game Boy Advance,72,8,8.1,10,RFX Interactive,T,Action
Ape Escape 2,PlayStation 2,82,31,8.3,50,SCE Japan Studio,E,Action
Stuart Little 2,Game Boy Advance,59,10,tbd,,Creations,E,Action
Castlevania: Harmony of Dissonance,Game Boy Advance,87,27,7.9,72,KCET,T,Action
Earthworm Jim 2,Game Boy Advance,45,10,6.0,8,Super Empire,E,Action
Hey Arnold! The Movie,Game Boy Advance,,,7.5,4,Altron,E,Action
Spirit: Stallion Of The Cimarron,Game Boy Advance,46,5,4.4,5,Hyperspace Cowgirls,E,Action
Scooby-Doo! Night of 100 Frights,PlayStation 2,69,20,8.3,30,Heavy Iron Studios,E,Action
Crash Bandicoot: The Wrath of Cortex,Xbox,70,16,7.6,50,Traveller's Tales,E,Action
Disney's Donald Duck: Goin' Quackers,GameCube,61,7,3.4,5,Ubisoft Montreal,E,Action
Pac-Man World 2,GameCube,74,18,8.4,39,Namco,E,Action
Crash Bandicoot: The Huge Adventure,Game Boy Advance,78,18,7.8,57,Vicarious Visions,E,Action
Maximo: Ghosts to Glory,PlayStation 2,84,33,8.9,28,Capcom,T,Action
Sonic Advance,Game Boy Advance,87,22,7.9,107,Sonic Team,E,Action
KAO the Kangaroo,Game Boy Advance,52,8,tbd,,Titus Software,E,Action
Woody Woodpecker: Escape from Buzz Buzzard Park,PlayStation 2,64,5,6.5,8,EKO Software,E,Action
Jak and Daxter: The Precursor Legacy,PlayStation 2,90,35,8.8,524,Naughty Dog,E,Action
Mega Man X6,PlayStation,65,14,7.8,129,Capcom,E,Action
Frogger: The Great Quest,PlayStation 2,32,6,4.7,26,Konami,E,Action
Disney's Tarzan Untamed,GameCube,61,11,7.0,10,Ubisoft Montreal,E,Action
Disney's Tarzan Untamed,PlayStation 2,59,7,6.8,10,Ubisoft,E,Action Adventure
Shrek,Xbox,49,19,4.6,20,Digital Illusions,T,Action
Scooby-Doo,Game Boy Advance,64,5,8.5,4,Helixe,E,Action
Oddworld: Munch's Oddysee,Xbox,80,30,8.7,41,Oddworld Inhabitants,T,Action
Crash Bandicoot: The Wrath of Cortex,PlayStation 2,66,22,7.2,297,Traveller's Tales,E,Action
Spyro: Season of Ice,Game Boy Advance,74,16,6.6,24,Digital Eclipse,E,Action
Prehistorik Man,Game Boy Advance,69,11,8.0,5,Titus Software,E,Action
Lady Sia,Game Boy Advance,73,8,7.4,5,RFX Interactive,E,Action
Castlevania Chronicles,PlayStation,69,16,7.0,28,Konami,T,Action
Lego Bionicle,Game Boy Advance,,,6.8,5,Saffire,E,Action
Casper: Spirit Dimensions,PlayStation 2,58,7,4.0,8,Lucky Chicken,E,Action Adventure
Looney Tunes: Sheep Raider,PlayStation,72,12,8.6,51,Infogrames,E,Action
Disney's Atlantis: The Lost Empire,Game Boy Advance,,,tbd,,3d6 Games,E,Action
Portal Runner,PlayStation 2,53,18,7.4,5,3DO,E,Action
Stretch Panic,PlayStation 2,65,14,7.9,8,Treasure,T,Action Adventure
Klonoa 2: Lunatea's Veil,PlayStation 2,91,18,8.6,124,Namco,E,Action
Sonic Adventure 2,Dreamcast,89,18,8.5,482,Sonic Team,E,Action
Earthworm Jim,Game Boy Advance,72,10,5.9,14,Game Titan,E,Action
Pitfall: The Mayan Adventure,Game Boy Advance,58,10,7.0,5,Pipe Dream Interactive,E,Action
Pinobee: Wings of Adventure,Game Boy Advance,61,8,8.0,4,Artoon,E,Action
Disney's The Emperor's New Groove,PlayStation,66,8,7.3,11,Disney Interactive,E,Action
Mega Man X5,PlayStation,76,10,8.9,144,Capcom,E,Action
Rayman 2 Revolution,PlayStation 2,90,16,8.7,78,Ubisoft,E,Action
Disney's The Lion King: Simba's Mighty Adventure,PlayStation,30,5,7.2,23,Paradox Development,E,Action
Disney's Donald Duck: Goin' Quackers,PlayStation 2,73,10,7.4,15,Disney Interactive,E,Action
Disney's Donald Duck: Goin' Quackers,PlayStation,65,4,7.5,20,Ubisoft Shanghai,E,Action Adventure
Disney's 102 Dalmatians: Puppies to the Rescue,PlayStation,,,7.8,10,Toys for Bob,E,Action
Buzz Lightyear of Star Command,PlayStation,54,10,6.9,13,Traveller's Tales,E,Action
Strider 2,PlayStation,69,15,8.3,19,Capcom,E,Action
Croc 2,PC,,,7.9,26,Argonaut Games,E,Action
Silhouette Mirage,PlayStation,69,8,7.3,7,Treasure,E,Action
Toy Story 2: Buzz Lightyear to the Rescue!,PlayStation,75,11,8.1,77,Traveller's Tales,E,Action
Rayman Gold,PC,,,,,Ubisoft,E,Action
Scribblenauts Unmasked: A DC Comics Adventure,Wii U,71,17,6.3,41,5TH Cell,E10+,Puzzle
Bendy and the Ink Machine,Xbox One,70,8,6.8,16,TheMeatly Games,T,Adventure
Bendy and the Ink Machine,Switch,63,6,6.2,26,TheMeatly Games,T,Adventure
Bendy and the Ink Machine,PlayStation 4,71,8,6.8,37,TheMeatly Games,T,Adventure
Tetris Effect,PlayStation 4,89,72,7.6,216,Enhance Games,E,Puzzle
Bridge Constructor Portal,Xbox One,78,9,6.6,12,ClockStone Software,E10+,Simulation
Captain Toad: Treasure Tracker,3DS,79,7,6.9,50,"Nintendo EAD Tokyo , Nintendo Software Technology",E,Puzzle
Super Bomberman R,Xbox One,63,9,6.5,12,Konami,E10+,Puzzle
Super Bomberman R,PlayStation 4,67,13,5.9,31,Konami,E10+,Puzzle
Sushi Striker: The Way of Sushido,Switch,76,44,7.7,65,indieszero,E,Puzzle
Sushi Striker: The Way of Sushido,3DS,,,6.6,17,indieszero,E,Puzzle
Lumo,Switch,77,9,7.3,16,Rising Star Games,E10+,Action
Tricky Towers,PlayStation 4,72,20,6.9,90,"WeirdBeard B.V., WeirdBeard",E,Puzzle
The Inner World: The Last Wind Monk,PlayStation 4,,,tbd,,Fizbin,E10+,Adventure
The Inner World: The Last Wind Monk,Xbox One,,,tbd,,Fizbin,E10+,Adventure
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy,3DS,72,29,6.5,42,"Level 5, h.a.n.d. Inc.",E10+,Puzzle
Puyo Puyo Tetris,PlayStation 4,83,16,7.4,56,"Sega, Sonic Team",E10+,Puzzle
Super Bomberman R,Switch,62,63,6.7,325,Konami,E10+,Puzzle
Tumblestone,PlayStation 4,,,tbd,,"Ty Taylor and Mario Castaneda, The Quantum Astrophysicists Guild",E,Puzzle
Tumblestone,Wii U,82,4,tbd,,Ty Taylor and Mario Castaneda,E,Puzzle
Lumo,PlayStation Vita,,,5.7,7,Triple Eh? Ltd,E10+,Action
Lumo,PlayStation 4,73,25,5.8,39,Triple Eh? Ltd,E10+,Action
Sable Maze: Sullivan River,PC,,,tbd,,Daily Magic Productions,,Puzzle
Jewel Quest: The Sapphire Dragon,3DS,,,tbd,,Engine Software,E10+,Puzzle
Final Cut: Death on the Silver Screen,PC,,,tbd,,"Big Fish Games, Eipix Entertainment",T,Puzzle
Lara Gates: The Lost Talisman,PC,,,tbd,,Big Fish Games,,Puzzle
The Great Unknown: Houdini's Castle,PC,,,tbd,,"Dikobraz Games, JoyBits",,Puzzle
Tetris Ultimate,3DS,68,12,4.4,18,"Ubisoft, Ubisoft San Francisco",E,Puzzle
Nightmares from the Deep: Davy Jones,PC,,,6.8,4,Artifex Mundi,,Puzzle
Legends of Oz: Dorothy's Return,3DS,,,tbd,,Black Lantern Studios,E,Action
Cut the Rope: Triple Treat,3DS,64,4,7.3,9,"FUN Labs, ZeptoLab",E,Miscellaneous
Scribblenauts Unmasked: A DC Comics Adventure,3DS,68,7,6.4,24,5TH Cell,E10+,Puzzle
Angry Birds Star Wars,PlayStation 4,47,5,2.3,95,Exient Entertainment,E,Strategy
Angry Birds Star Wars,Xbox One,53,4,6.9,64,Exient Entertainment,E,Strategy
Professor Layton and the Azran Legacy,3DS,81,58,8.1,107,Level 5,E10+,General
4 Elements,3DS,,,tbd,,Engine Software,E,Miscellaneous
Angry Birds Star Wars,Wii U,,,6.8,17,Exient Entertainment,E,Strategy
Angry Birds Star Wars,3DS,,,4.0,10,Exient Entertainment,E,Strategy
Angry Birds Star Wars,Xbox 360,59,3,5.8,25,Exient Entertainment,E,Strategy
Angry Birds Star Wars,PlayStation 3,49,6,3.8,26,Exient Entertainment,E,Strategy
Angry Birds Star Wars,PlayStation Vita,,,2.3,15,Exient Entertainment,E,Strategy
Angry Birds Star Wars,Wii,,,4.0,7,Exient Entertainment,E,Strategy
Scribblenauts Unlimited,Wii U,73,42,7.5,116,5TH Cell,E10+,Puzzle
Angry Birds Star Wars,PC,,,3.7,24,"Rovio Mobile, Rovio Entertainment",E,General
Scribblenauts Unlimited,3DS,73,13,7.7,26,5TH Cell,E10+,Puzzle
Jewel Adventures,DS,,,tbd,,7Raven Studios,E,Miscellaneous
Angry Birds Trilogy,Xbox 360,63,13,4.1,32,"Rovio Mobile, Rovio Entertainment",E,Action
Angry Birds Trilogy,PlayStation 3,66,8,4.1,22,"Rovio Mobile, Rovio Entertainment",E,Action
Angry Birds Trilogy,3DS,62,7,5.0,26,Exient Entertainment,E,Action
Shifting World,3DS,55,9,5.9,8,Fishing Cactus,E,Miscellaneous
Jewel Master: Cradle of Persia,DS,,,tbd,,"Rising Star Games, Cerasus Media",E,Miscellaneous
Lumines: Electronic Symphony,PlayStation Vita,83,65,7.9,90,Q Entertainment,E,Miscellaneous
Touch My Katamari,PlayStation Vita,69,41,7.5,57,Bandai Namco Games,E10+,Action
Balloon Pop 2,3DS,,,tbd,,UFO Interactive,E,Action
Nightfall Mysteries: Asylum Conspiracy,PC,,,,,Vast Studios,E10+,Miscellaneous
Touch My Katamari,PlayStation Vita,69,41,7.5,57,Bandai Namco Games,E10+,Action
Mystery Trackers: The Void,PC,,,tbd,,"Big Fish Games, Elephant Games",,Puzzle
Angry Birds Rio,PC,,,6.3,7,"Rovio Mobile, Rovio Entertainment",E,Puzzle
Atlantic Quest,PC,,,tbd,,"Oberon Media, rokapublish",,Puzzle
Jewel Link Chronicles: Mountains of Madness,DS,,,tbd,,Avanquest Software,E10+,Miscellaneous
Bejeweled 3,DS,75,9,tbd,,PopCap,E,Miscellaneous
Bejeweled 3,Xbox 360,78,13,8.3,14,PopCap,E,Miscellaneous
Bejeweled 3,PlayStation 3,76,5,7.4,9,PopCap,E,Miscellaneous
Santa Claus is Comin' to Town!,Wii,,,tbd,,1st Playable Productions,E,Miscellaneous
Santa Claus is Comin' to Town!,DS,,,tbd,,Crave,E,Miscellaneous
I SPY Castle,DS,,,tbd,,Gusto Games,E,Miscellaneous
Jewel Master: Cradle of Rome 2,DS,,,tbd,,"Rising Star Games, Cerasus Media",E,Miscellaneous
Sacra Terra: Angelic Night,PC,,,tbd,,"Viva Media, Five-BN, Viva Media, LLC",,Miscellaneous
Tetris Axis,3DS,74,33,7.2,33,Hudson Soft,E,Miscellaneous
Escape the Emerald Star,PC,,,tbd,,PopCap,E,Miscellaneous
Puzzler Mind Gym 3D,3DS,51,5,tbd,,Ubisoft,E,Miscellaneous
Junior Island Adventure,DS,,,tbd,,"CyberPlanet Interactive Public Co., Ltd., Maximum Family Games, CyberPlanet Interactive",E,Miscellaneous
Junior Mystery Quest,DS,,,tbd,,Maximum Family Games,E,Adventure
Jewel Quest IV: Heritage,DS,,,tbd,,Engine Software,E,Miscellaneous
The Lost Treasures of Alexandria,DS,,,tbd,,Engine Software,E,Miscellaneous
Mystery Tales 2: The Spirit Mask,DS,,,,,Easy Interactive,E10+,Miscellaneous
Puzzler World 2,DS,,,tbd,,"Ubisoft, Ideas Pad",E,Miscellaneous
7 Wonders: Treasures of Seven,DS,,,tbd,,Avanquest Software,E,Puzzle
May's Mystery: Forbidden Memories,DS,70,5,tbd,,"Mastertronic, V5 Play Studio",E,Miscellaneous
The Clockwork Man,PC,,,tbd,,Total Eclipse,,Miscellaneous
Hidden Mysteries: Royal Family Secrets,PC,,,tbd,,GameMill Publishing,T,Miscellaneous
Unsolved Mystery Club: Ancient Astronauts,PC,,,tbd,,Freeze Tag,,Miscellaneous
Mystery Masterpiece: The Moonstone,PC,,,tbd,,Freeze Tag,E10+,Miscellaneous
Fishdom,DS,,,tbd,,Playrix Entertainment,E,Action
Challenge Me: Brain Puzzles 2,PC,,,tbd,,O-Games,E,Miscellaneous
Challenge Me: Brain Puzzles 2,Wii,,,tbd,,"O-Games, Slam Productions",E,Miscellaneous
Challenge Me: Brain Puzzles 2,DS,,,tbd,,O-Games,E,Miscellaneous
Jewel Legends: Tree of Life,DS,,,tbd,,Rising Star Games,E,Miscellaneous
Jewel Time Deluxe,DS,,,tbd,,Oxygen Interactive,E,Miscellaneous
Jewel Time Deluxe,PC,,,,,Oxygen Interactive,E,Miscellaneous
Jewels of the Ages,DS,,,tbd,,City Interactive,E,Miscellaneous
Nikoli's Pencil Puzzle,3DS,61,7,tbd,,NATSUME ATARI Inc.,E,Miscellaneous
Nanda's Island,DS,,,tbd,,MumboJumbo,E,Miscellaneous
Challenge Me: Word Puzzles,PC,,,tbd,,O-Games,E10+,Miscellaneous
Challenge Me: Word Puzzles,Wii,,,tbd,,"O-Games, Slam Productions",E10+,Miscellaneous
Challenge Me: Word Puzzles,DS,,,tbd,,O-Games,E10+,Miscellaneous
Hidden Photo,DS,,,tbd,,PQube,E,Miscellaneous
Mahjong Cub3d,3DS,67,11,5.3,4,SunSoft,E,Miscellaneous
Bust-A-Move Universe,3DS,49,30,4.8,13,Arika,E,Puzzle
Dark Parables: The Exiled Prince,PC,,,tbd,,Blue Tea Games,E10+,Miscellaneous
Beastly: Frantic Foto,DS,,,tbd,,7Raven Studios,E,Action
Catherine,Xbox 360,82,39,8.1,193,Atlus,M,Action Adventure
Catherine,PlayStation 3,79,61,8.3,503,Atlus,M,Action Adventure
Photo Phantasy,DS,,,tbd,,7Raven Studios,E,Miscellaneous
4 Elements,DS,,,tbd,,"Joindots, Mastertronic",E,Miscellaneous
Chainz Galaxy,PC,,,tbd,,MumboJumbo,E,Action
Angry Birds,PC,,,7.1,30,"Rovio Mobile, Rovio Entertainment",E,Miscellaneous
TouchMaster Connect,DS,,,tbd,,DoubleTap Games,E,Miscellaneous
Call of Atlantis,DS,,,,,Foreign Media,E,Puzzle
Titanic Mystery,Wii,,,tbd,,Purple Hills,T,Miscellaneous
Pictionary,DS,,,tbd,,ImaginEngine,E,Miscellaneous
Match 3 Madness,DS,,,,,Most Wanted Entertainment,E,Miscellaneous
Nightfall Mysteries: Curse of the Opera,PC,,,tbd,,Vast Studios,,Puzzle
Jewel Master: Cradle of Athena,DS,,,tbd,,"CokeM Interactive, Cerasus Media",E10+,Miscellaneous
Mechanic Master 2,DS,,,tbd,,"Crave, Most Wanted Entertainment",E,Miscellaneous
I Spy: Spooky Mansion,Wii,,,7.3,6,Gusto Games,E,Miscellaneous
Super Scribblenauts,DS,81,53,8.4,58,5TH Cell,E10+,Miscellaneous
Youda Farmer,DS,,,,,Youda Games,E,Strategy
Jewels of the Tropical Lost Island,DS,,,tbd,,City Interactive,E,Miscellaneous
Pang: Magical Michael,DS,74,7,,,Mitchell,,Adventure
Jewel Match,DS,,,tbd,,Joindots,E,Miscellaneous
Mind Over Matter,DS,,,,,505 Games,E,Miscellaneous
Bejeweled Blitz,PC,,,tbd,,PopCap,E,Miscellaneous
Crazy Machines,Wii,,,tbd,,FAKT Software,E,Miscellaneous
7 Wonders II,DS,60,5,6.2,5,MumboJumbo,E,Miscellaneous
Mahjong Journey: Quest for Tikal,DS,,,tbd,,"MumboJumbo, Cerasus Media",E,Miscellaneous
Despicable Me: The Game - Minion Mayhem,DS,54,9,tbd,,WayForward,E,Action
Puzzle Quest 2,DS,74,27,5.8,11,Infinite Interactive,E10+,Miscellaneous
I Spy Universe,DS,,,tbd,,"Big Blue Bubble Inc., Scholastic, Inc.",E,Miscellaneous
The Treasures of Montezuma,DS,,,tbd,,"Most Wanted Entertainment, Foreign Media",E,Miscellaneous
Tetris Party Deluxe,Wii,72,19,6.4,5,"Tetris Online, Inc",E,Miscellaneous
Tetris Party Deluxe,DS,76,11,tbd,,"Tetris Online, Inc",E,Miscellaneous
Monster Frenzy,DS,,,tbd,,Bluestone Interactive,E,Miscellaneous
Yard Sale Hidden Treasures: Sunnyville,DS,,,tbd,,Konami,E10+,Miscellaneous
Ivy the Kiwi?,Wii,74,30,7.2,12,Prope,E,Action
Ivy the Kiwi?,DS,69,20,6.3,4,Prope,E,Action
Squishy Tank,DS,,,tbd,,"Natsume, Success",E,Miscellaneous
Hidden Mysteries: Buckingham Palace,DS,,,tbd,,Gunnar Games,E,Miscellaneous
Around the World in 80 Days,DS,,,tbd,,PlayV,E,Miscellaneous
Nancy Drew: The Model Mysteries,DS,,,tbd,,"THQ, AWE Games",E10+,Miscellaneous
Rock Blast,Wii,,,tbd,,"UFO Interactive, CyberPlanet Interactive",E,Miscellaneous
Titanic Mystery,DS,,,tbd,,Purple Hills,T,Miscellaneous
Bermuda Triangle: Saving the Coral,DS,60,8,tbd,,Storm City Games,E,Miscellaneous
Puzzle Chronicles,PSP,62,19,tbd,,Konami,E10+,Miscellaneous
Puzzle Chronicles,DS,,,tbd,,Konami,E10+,Miscellaneous
Bejeweled Twist,DS,77,10,tbd,,Griptonite Games,E,Miscellaneous
Jewel Quest Mysteries 2: Trail of the Midnight Heart,PC,,,tbd,,iWin,,Puzzle
Real Crimes: Jack the Ripper,PC,,,tbd,,Virtual Playground,,Miscellaneous
Learn Math,DS,,,tbd,,Dreamcatcher,E,Miscellaneous
Chronicles of Mystery: The Tree of Life,PC,64,6,tbd,,City Interactive,T,Miscellaneous
Bookworm,DS,71,6,tbd,,PopCap,E,Miscellaneous
The Dark Hills of Cherai,PC,,,tbd,,ChaYoWo Games,,Miscellaneous
thinkSMART Family,Wii,,,tbd,,"Conspiracy Entertainment, Mentor Interactive",E,Miscellaneous
th!nk Logic Trainer: Kids,DS,,,tbd,,Conspiracy Entertainment,E,Miscellaneous
Hands On! Tangrams,DS,68,5,tbd,,Island Officials,E,Miscellaneous
Jig-a-Pix Pets,DS,,,tbd,,Frame Studios Interactive,E,Miscellaneous
Jig-a-Pix Wild World,DS,,,tbd,,Frame Studios Interactive,E,Miscellaneous
Jig-a-Pix Wonderful World,DS,,,tbd,,Frame Studios Interactive,E,Miscellaneous
Bermuda Triangle: Saving the Coral,Wii,,,tbd,,Storm City Games,E,Miscellaneous
Jewel Master: Egypt,DS,56,9,tbd,,"Cerasus Media, Storm City Games",E,Miscellaneous
Jewel Quest Mysteries,DS,,,tbd,,Activision,E,Miscellaneous
echoshift,PSP,75,29,8.3,4,"Artoon, SCEJ",E,Miscellaneous
100 All-Time Favorites,DS,,,6.3,7,Ubisoft,E,Miscellaneous
Doctor Fizzwizzle's Animal Rescue,Wii,,,tbd,,"Steel Penny Games, Replay Games",E,Miscellaneous
Drawn to Life: The Next Chapter,Wii,58,22,6.0,9,Planet Moon Studios,E,Miscellaneous
GEON Cube,Wii,,,tbd,,Strawdog Studios,E,Miscellaneous
Are You Smarter than a 5th Grader?,DS,,,tbd,,"ValuSoft, AWE Games",E,Miscellaneous
Balloon Pop,DS,,,tbd,,Tommo,E,Miscellaneous
Margot's Bepuzzled!,DS,,,tbd,,Zushi Games Ltd,E,Miscellaneous
TouchMaster 3,DS,68,7,tbd,,Hijinx Studios,E,Miscellaneous
Diner Dash: Flo on the Go,DS,,,tbd,,Zoo Games,E,Miscellaneous
Sudoku Ball Detective,Wii,,,tbd,,Whitebear,E10+,Miscellaneous
Squeeballs Party,DS,,,tbd,,Eiconic Games,E10+,Miscellaneous
Squeeballs Party,Wii,59,16,7.8,4,Performance Designed Products,E10+,Miscellaneous
Game Party 3,Wii,37,4,4.2,5,Farsight Studios,E,Miscellaneous
Puzzler World,DS,,,tbd,,Ubisoft,E,Miscellaneous
Katamari Forever,PlayStation 3,74,51,8.0,57,Bandai Namco Games,E,Action
Sudoku Ball Detective,DS,54,6,tbd,,Whitebear,E10+,Miscellaneous
Fabulous Finds,DS,,,tbd,,THQ,E,Miscellaneous
Zuma's Revenge!,PC,78,17,7.6,50,PopCap,E,Miscellaneous
Mean Girls,DS,,,,,505 Games,E10+,Miscellaneous
Cruise Ship Vacation Games,Wii,,,tbd,,"Activision, Frozen Codebase",E,Miscellaneous
Qubed,Xbox 360,,,tbd,,Q Entertainment,E,Miscellaneous
Harvest Moon: Frantic Farming,DS,72,7,6.3,7,Natsume,E,Miscellaneous
Groovin' Blocks,Wii,75,13,8.5,6,Empty Clip Studios,E,Action
Space Bust-A-Move,DS,71,20,tbd,,Taito Corporation,E,Miscellaneous
The Humans: Meet the Ancestors!,DS,,,tbd,,Blue Monkey Studios,E,Miscellaneous
Roogoo: Twisted Towers,Wii,67,13,tbd,,SpiderMonk,E,Miscellaneous
Classic Word Games,DS,,,tbd,,Ubisoft,E,Miscellaneous
Overlord Minions,DS,58,22,4.0,4,"Climax Group, Climax Studios",E10+,Miscellaneous
Rollin' Rascals,DS,,,tbd,,Hoget,E,Miscellaneous
4 Elements,PC,,,7.4,21,Playrix Entertainment,E,Miscellaneous
Aqua Panic!,DS,,,,,EKO Software,E,Puzzle
Puzzle Kingdoms,DS,64,12,6.3,4,Infinite Interactive,E10+,Miscellaneous
Smiley World: Island Challenge,DS,,,tbd,,Frame Studios Interactive,E,Adventure
Puzzle Kingdoms,PC,,,6.2,13,Infinite Interactive,E,Miscellaneous
Professor Heinz Wolff's Gravity,DS,53,9,tbd,,Deep Silver,E,Miscellaneous
Professor Heinz Wolff's Gravity,Wii,63,12,7.7,7,Deep Silver,E,Miscellaneous
Challenge Me: Brain Puzzles,DS,65,6,tbd,,Oxygen Interactive,E,Miscellaneous
Jelly Belly: Ballistic Beans!,Wii,,,tbd,,Zoo Digital Publishing,E,Miscellaneous
Gardening Mama,DS,60,17,7.4,5,Taito Corporation,E,Simulation
Henry Hatsworth in the Puzzling Adventure,DS,82,46,8.1,40,EA Tiburon,E,Action
Marble Saga: Kororinpa,Wii,74,16,7.8,8,Hudson Entertainment,E,Miscellaneous
Scrabble,DS,,,tbd,,Stainless Games,E,Miscellaneous
Picross 3D,DS,83,35,8.1,41,HAL Labs,E,Miscellaneous
Boing! Docomodake DS,DS,72,34,tbd,,Suzak,E,Miscellaneous
Brain Challenge Deluxe,PlayStation 3,,,tbd,,Gameloft,E,Miscellaneous
Puzzle Challenge: Crosswords and More!,Wii,,,tbd,,Supersonic Software,E,Miscellaneous
Peggle: Dual Shot,DS,84,17,7.9,24,Q Entertainment,E,Miscellaneous
Puzzle Quest: Galactrix,PC,72,31,6.6,28,Infinite Interactive,E10+,Miscellaneous
Puzzle Quest: Galactrix,DS,75,33,6.6,7,Infinite Interactive,E10+,Miscellaneous
USA Today: Puzzle Craze,DS,,,tbd,,Destineer,E,Miscellaneous
Art of Murder: Hunt for the Puppeteer,PC,56,6,5.8,17,City Interactive,T,Adventure
Solitaire & Mahjong,Wii,,,tbd,,Crave,E,Miscellaneous
Mystery Case Files: Ravenhearst,PC,,,tbd,,Big Fish Games,,Miscellaneous
