Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Magnetica,DS,2006.0,Miscellaneous,Nintendo  ,0.08,0.01,0.03,0.01,0.14,68.0,33.0,8.1,11.0,Mitchell,E
Bubble Bobble Evolution,PSP,2006.0,Action,Codemasters  ,0.03,0.0,0.0,0.0,0.03,47.0,5.0,,,"Opus, Digital Whip",E
Super Fruit Fall,Wii,2007.0,Miscellaneous,Codemasters  ,0.01,0.0,0.0,0.0,0.02,,,,,System 3,E
Monster Bomber,DS,2006.0,Miscellaneous,Majesco  ,0.01,0.0,0.0,0.0,0.01,55.0,6.0,,,Taito Corporation,E
Brain Boost: Beta Wave,DS,2006.0,Miscellaneous,Majesco  ,0.14,0.0,0.0,0.01,0.15,39.0,12.0,2.5,4.0,"Interchannel, HuneX",E
Brain Boost: Gamma Wave,DS,2006.0,Miscellaneous,Majesco  ,0.14,0.0,0.0,0.01,0.15,40.0,12.0,,,"Interchannel, HuneX",E
Luxor: The Wrath of Set,PSP,2006.0,Miscellaneous,Mumbo Jumbo  ,0.02,0.0,0.0,0.0,0.02,60.0,16.0,,,MumboJumbo,E
Bomberman Land Touch!,DS,2006.0,Miscellaneous,Atlus  ,0.04,0.0,0.04,0.0,0.09,78.0,15.0,7.6,12.0,Hudson,E
Konductra,DS,2006.0,Miscellaneous,O3 Entertainment  ,0.02,0.0,0.0,0.0,0.02,60.0,14.0,,,oeFun,E
WTF: Work Time Fun,PSP,2006.0,Miscellaneous,D3 Publisher  ,0.04,0.0,0.0,0.0,0.04,63.0,23.0,7.8,8.0,SCEJ,T
Bubble Bobble Revolution,DS,2006.0,Action,Codemasters  ,0.04,0.0,0.0,0.0,0.05,38.0,19.0,6.2,6.0,Taito Corporation,E
Bomberman,PSP,2006.0,Miscellaneous,Konami  ,0.14,0.0,0.0,0.01,0.15,73.0,30.0,7.0,7.0,Hudson,E
Bejeweled 2 Deluxe,PC,2006.0,Miscellaneous,PopCap Games  ,0.0,0.02,0.0,0.0,0.02,,,8.2,6.0,PopCap,E
Bookworm Deluxe,PC,2006.0,Miscellaneous,PopCap Games  ,0.01,0.0,0.0,0.0,0.01,,,8.3,9.0,PopCap,E
Bomberman: Act Zero,Xbox 360,2006.0,Miscellaneous,Konami  ,0.04,0.0,0.0,0.0,0.04,34.0,41.0,2.1,48.0,Hudson,T
Sudoku Mania,DS,2006.0,Miscellaneous,UFO Interactive  ,0.09,0.0,0.0,0.01,0.1,25.0,4.0,3.5,4.0,FrontLine Studios,E
Sudoku Gridmaster,DS,2006.0,Miscellaneous,Nintendo  ,0.13,0.02,0.0,0.01,0.17,62.0,14.0,6.3,4.0,AI,E
Break 'Em All,DS,2006.0,Action,D3 Publisher  ,0.11,0.0,0.0,0.01,0.12,68.0,22.0,,,Warashi,E
Lemmings,PSP,2006.0,Miscellaneous,Sony Computer Entertainment  ,0.12,0.52,0.0,0.23,0.86,76.0,46.0,7.9,17.0,Team17,E
Tringo,Game Boy Advance,2006.0,Miscellaneous,Crave Entertainment  ,0.01,0.0,0.0,0.0,0.01,,,,,Crave,E
Bust-A-Move Deluxe,PSP,2006.0,Miscellaneous,Majesco  ,0.13,0.0,0.0,0.01,0.14,67.0,7.0,,,Taito Corporation,E
Go! Sudoku,PSP,2006.0,Miscellaneous,Ubisoft  ,0.11,0.0,0.0,0.01,0.12,63.0,13.0,5.3,7.0,Sumo Digital,E
Me & My Katamari,PSP,2006.0,Action Adventure,Namco  ,0.13,0.01,0.08,0.0,0.23,75.0,49.0,8.6,30.0,Namco,E
Exit,PSP,2006.0,Miscellaneous,Ubisoft  ,0.07,0.0,0.0,0.01,0.08,77.0,36.0,7.6,15.0,Taito Corporation,E
The Rub Rabbits!,DS,2006.0,Miscellaneous,Sega  ,0.03,0.0,0.04,0.0,0.07,68.0,44.0,7.7,7.0,Sonic Team,T
Sudoku Fever,Game Boy Advance,2006.0,Miscellaneous,Take-Two Interactive  ,0.05,0.02,0.0,0.0,0.07,,,,,Global Star Software,E
PQ: Practical Intelligence Quotient,PSP,2006.0,Miscellaneous,D3 Publisher  ,0.07,0.0,0.0,0.01,0.08,69.0,34.0,,,Now Production,E
Ultimate Block Party,PSP,2005.0,Miscellaneous,Conspiracy Entertainment  ,0.03,0.0,0.0,0.0,0.03,76.0,12.0,,,Magicpot,E
Bust-A-Move DS,DS,2005.0,Miscellaneous,Majesco  ,0.08,0.02,0.0,0.01,0.11,75.0,14.0,7.3,7.0,Happy Happening,E
Snood 2: On Vacation,DS,2005.0,Miscellaneous,DSI Games  ,0.09,0.0,0.0,0.01,0.09,46.0,4.0,,,Gravity-I,E
Ultimate Puzzle Games,Game Boy Advance,2005.0,Miscellaneous,Telegames  ,0.01,0.0,0.0,0.0,0.02,,,,,"Telegames, Inc.",E
Atomic Betty,Game Boy Advance,2005.0,Action,Namco  ,0.02,0.01,0.0,0.0,0.03,62.0,10.0,7.9,7.0,"Big Blue Bubble Inc., Breakthrough New Media",E
Dig Dug: Digging Strike,DS,2005.0,Action,Namco  ,0.05,0.0,0.0,0.0,0.06,65.0,24.0,7.1,7.0,Bullets,E
Whac-A-Mole,DS,2005.0,Miscellaneous,Activision  ,0.07,0.0,0.0,0.01,0.08,,,5.4,7.0,DC Studios,E
We Love Katamari,PlayStation 2,2005.0,Action,Namco  ,0.26,0.2,0.0,0.07,0.52,86.0,61.0,8.8,76.0,Namco,E
Whac-A-Mole,Game Boy Advance,2005.0,Miscellaneous,Activision  ,0.01,0.0,0.0,0.0,0.01,,,,,DC Studios,E
Meteos,DS,2005.0,Miscellaneous,Nintendo  ,0.15,0.01,0.06,0.01,0.23,88.0,49.0,7.4,176.0,Q Entertainment,E
Bomberman,DS,2005.0,Miscellaneous,Ubisoft  ,0.1,0.01,0.03,0.01,0.15,75.0,30.0,7.4,16.0,Racjin,E
WarioWare: Twisted!,Game Boy Advance,2005.0,Miscellaneous,Nintendo  ,0.16,0.06,0.5,0.02,0.74,88.0,39.0,8.8,44.0,Nintendo,E
Smart Bomb,PSP,2005.0,Miscellaneous,Eidos Interactive  ,0.07,0.0,0.0,0.01,0.08,45.0,19.0,6.2,6.0,Core Design Ltd.,E10+
Pac-Pix,DS,2005.0,Miscellaneous,Namco  ,0.16,0.0,0.1,0.01,0.27,71.0,41.0,7.3,12.0,Namco,E
Polarium,DS,2005.0,Miscellaneous,Nintendo  ,0.13,0.01,0.11,0.01,0.26,73.0,34.0,8.4,17.0,Mitchell,E
Archer Maclean's Mercury,PSP,2005.0,Miscellaneous,Ignition Entertainment  ,0.17,0.24,0.0,0.15,0.56,75.0,39.0,6.7,23.0,Awesome Studios,E
Zoo Keeper,DS,2005.0,Miscellaneous,Ignition Entertainment  ,0.1,0.01,0.05,0.01,0.17,74.0,40.0,7.5,13.0,"Buddiez, Inc.",E
Puyo Pop Fever,PSP,2006.0,Miscellaneous,Ignition Entertainment  ,0.0,0.0,0.04,0.0,0.04,68.0,9.0,,,Sonic Team,
Ultra Bust-A-Move,Xbox,2004.0,Miscellaneous,Majesco  ,0.04,0.01,0.0,0.0,0.05,74.0,12.0,,,Taito Corporation,E
Katamari Damacy,PlayStation 2,2004.0,Action,Namco  ,0.47,0.02,0.17,0.08,0.73,86.0,55.0,8.8,139.0,Namco,E
Bookworm,Game Boy Advance,2004.0,Miscellaneous,Majesco  ,0.02,0.01,0.0,0.0,0.03,62.0,5.0,,,PopCap,E
Mighty Beanz: Pocket Puzzles,Game Boy Advance,2004.0,Miscellaneous,Majesco  ,0.04,0.01,0.0,0.0,0.06,37.0,6.0,,,Radius9,E
Classic NES Series: Pac-Man,Game Boy Advance,2004.0,Miscellaneous,Nintendo  ,0.25,0.09,0.12,0.01,0.46,53.0,13.0,8.6,5.0,Nintendo,E
Puyo Pop Fever,GameCube,2004.0,Miscellaneous,Sega  ,0.01,0.0,0.0,0.0,0.01,72.0,18.0,8.4,7.0,Sonic Team,E
Bomberman Jetters,GameCube,2004.0,Action,Majesco  ,0.06,0.02,0.0,0.0,0.08,70.0,21.0,7.9,10.0,Hudson,E
Super Collapse! II,Game Boy Advance,2004.0,Miscellaneous,Majesco  ,0.02,0.01,0.0,0.0,0.03,60.0,4.0,,,GameHouse,E
Bombastic,PlayStation 2,2003.0,Miscellaneous,Capcom  ,0.03,0.02,0.0,0.01,0.05,72.0,24.0,7.2,6.0,Shift,E
Mojo!,Xbox,2003.0,Miscellaneous,Crave Entertainment  ,0.02,0.01,0.0,0.0,0.03,,,,,Crave,E
Mojo!,PlayStation 2,2003.0,Miscellaneous,Crave Entertainment  ,0.07,0.05,0.0,0.02,0.14,63.0,7.0,,,Crave,E
Tetris Worlds (Online Edition),Xbox,2003.0,Miscellaneous,THQ  ,0.15,0.04,0.0,0.01,0.2,62.0,13.0,,,Radical Entertainment,E
Super Puzzle Fighter II,Game Boy Advance,2003.0,Miscellaneous,Capcom  ,0.06,0.02,0.0,0.0,0.09,83.0,22.0,,,Atomic Planet Entertainment,E
The Lost Vikings,Game Boy Advance,2003.0,Miscellaneous,Blizzard Entertainment  ,0.04,0.01,0.0,0.0,0.05,75.0,16.0,8.3,24.0,Mass Media,E
Bust-A-Move 3000,GameCube,2003.0,Miscellaneous,Ubisoft  ,0.01,0.0,0.0,0.0,0.01,53.0,4.0,,,Taito Corporation,E
Super Bubble Pop,GameCube,2003.0,Miscellaneous,Jaleco  ,0.04,0.01,0.0,0.0,0.05,54.0,12.0,5.5,4.0,Runecraft,E
Super Bubble Pop,Xbox,2002.0,Miscellaneous,Jaleco  ,0.01,0.0,0.0,0.0,0.01,42.0,6.0,,,Runecraft,E
Worms Blast,GameCube,2002.0,Miscellaneous,Ubisoft  ,0.05,0.01,0.0,0.0,0.06,65.0,12.0,7.3,6.0,Team17,E
ZooCube,Game Boy Advance,2002.0,Miscellaneous,Acclaim Entertainment  ,0.03,0.01,0.0,0.0,0.05,71.0,11.0,,,PuzzleKings,E
Bubble Bobble: Old & New,Game Boy Advance,2004.0,Action,Empire Interactive  ,0.04,0.02,0.0,0.0,0.06,61.0,5.0,,,Taito Corporation,E
ZooCube,GameCube,2002.0,Miscellaneous,Acclaim Entertainment  ,0.02,0.0,0.0,0.0,0.02,67.0,15.0,6.7,7.0,PuzzleKings,E
Tetris Worlds,PlayStation 2,2002.0,Miscellaneous,THQ  ,1.11,0.71,0.0,0.27,2.08,44.0,7.0,6.1,13.0,Blue Planet Software,E
Puyo Pop,Game Boy Advance,2002.0,Miscellaneous,THQ  ,0.04,0.01,0.0,0.0,0.05,84.0,14.0,7.2,6.0,Sonic Team,E
Bomberman Max 2: Blue Advance,Game Boy Advance,2002.0,Miscellaneous,Majesco  ,0.07,0.02,0.0,0.0,0.09,75.0,10.0,7.8,5.0,Hudson,E
Bomberman Max 2: Red Advance,Game Boy Advance,2002.0,Miscellaneous,Majesco  ,0.05,0.02,0.0,0.0,0.07,75.0,9.0,,,Hudson,E
Tiny Toon Adventures: Wacky Stackers,Game Boy Advance,2001.0,Action,Conspiracy Entertainment  ,0.01,0.0,0.0,0.0,0.02,58.0,5.0,,,Warthog,E
Super Bust-A-Move,Game Boy Advance,2001.0,Miscellaneous,Ubisoft  ,0.03,0.01,0.0,0.0,0.05,77.0,9.0,7.0,4.0,Taito Corporation,E
Super Monkey Ball,GameCube,2001.0,Miscellaneous,Sega  ,0.95,0.37,0.1,0.04,1.46,87.0,28.0,8.2,76.0,Amusement Vision,E
Denki Blocks!,Game Boy Advance,2001.0,Action,Majesco  ,0.03,0.01,0.0,0.0,0.04,77.0,6.0,7.2,5.0,Rage Software,E
Pipe Dreams 3D,PlayStation,2001.0,Miscellaneous,Take-Two Interactive  ,0.08,0.05,0.0,0.01,0.14,,,,,Sick Puppies,E
Snood,Game Boy Advance,2001.0,Action,"Destination Software, Inc  ",0.09,0.03,0.0,0.0,0.13,68.0,4.0,,,Rebellion,E
Tetris Worlds,Game Boy Advance,2001.0,Miscellaneous,THQ  ,1.25,0.39,0.0,0.06,1.71,65.0,10.0,8.0,7.0,3d6 Games,E
Pac-Man Collection,Game Boy Advance,2001.0,Action,Namco  ,2.07,0.77,0.05,0.05,2.94,79.0,13.0,7.4,7.0,Mass Media,E
ChuChu Rocket!,Game Boy Advance,2001.0,Miscellaneous,Sega  ,0.06,0.02,0.0,0.0,0.09,84.0,15.0,7.2,9.0,Sonic Team,E
The Adventures of Cookie & Cream,PlayStation 2,2001.0,Miscellaneous,Agetec  ,0.09,0.07,0.0,0.02,0.18,78.0,9.0,7.4,13.0,From Software,E
Bomberman Tournament,Game Boy Advance,2001.0,Action,Activision  ,0.1,0.04,0.1,0.01,0.25,88.0,16.0,,,AI,E
Aqua Aqua,PlayStation 2,2001.0,Miscellaneous,3DO  ,0.05,0.04,0.0,0.01,0.11,79.0,14.0,,,Zed Two Limited,E
Super Bust-A-Move,PlayStation 2,2000.0,Miscellaneous,Acclaim Entertainment  ,0.17,0.13,0.0,0.04,0.34,75.0,11.0,,,Taito Corporation,E
Fantavision,PlayStation 2,2000.0,Miscellaneous,Sony Computer Entertainment  ,0.14,0.11,0.19,0.04,0.47,72.0,18.0,6.6,9.0,SCEJ,E
Breakout,PlayStation,2000.0,Action,Hasbro Interactive  ,0.06,0.04,0.0,0.01,0.11,,,,,Supersonic Software,E
Bomberman Party Edition,PlayStation,2000.0,Strategy,Vatical Entertainment  ,0.07,0.05,0.0,0.01,0.12,79.0,6.0,7.9,10.0,Metro,E
Lemmings Revolution,PC,2000.0,Miscellaneous,Take-Two Interactive  ,0.0,0.01,0.0,0.0,0.01,,,6.8,4.0,Psygnosis,E
Turbo Trainz,Wii,2020.0,Driving,Unknown  ,0.0,0.01,0.0,0.0,0.01,,,,,Broken Switch Studios,E
Moto Racer 4,Switch,2018.0,Racing,Maximum Games  ,0.01,0.0,0.0,0.0,0.01,,,,,"Artefacts Studio, PQube",E
Nickelodeon Kart Racers,PlayStation 4,2018.0,Racing,GameMill Entertainment  ,0.07,0.0,0.0,0.02,0.09,42.0,17.0,5.0,31.0,"Bamtang, GameMill Entertainment",E
Spintires: MudRunner - American Wilds,PlayStation 4,2018.0,Simulation,Focus Home Interactive  ,0.07,0.0,0.0,0.02,0.08,,,,,Saber Interactive,E
Spintires: MudRunner - American Wilds,Xbox One,2018.0,Simulation,Focus Home Interactive  ,0.06,0.0,0.0,0.01,0.07,,,,,Saber Interactive,
Spintires: MudRunner - American Wilds,Switch,2018.0,Simulation,Maximum Games  ,0.05,0.0,0.0,0.01,0.06,,,,,Saber Interactive,
Forza Horizon 4,Xbox One,2018.0,Racing,Microsoft Studios  ,0.74,0.95,0.01,0.15,1.84,92.0,88.0,8.2,1659.0,Playground Games,E
Dakar 18,Xbox One,2018.0,Racing,Deep Silver  ,0.01,0.0,0.0,0.0,0.02,54.0,7.0,7.5,10.0,Bigmoon Entertainment,E
Dakar 18,PlayStation 4,2018.0,Racing,Deep Silver  ,0.03,0.01,0.0,0.01,0.05,53.0,14.0,5.5,25.0,Bigmoon Entertainment,E
V-Rally 4,PlayStation 4,2018.0,Racing,Bigben Interactive  ,0.01,0.0,0.0,0.0,0.01,58.0,27.0,5.5,25.0,Kylotonn,E
V-Rally 4,Xbox One,2018.0,Racing,Bigben Interactive  ,0.01,0.0,0.0,0.0,0.01,67.0,12.0,5.4,18.0,Kylotonn,E
NASCAR Heat 3,PlayStation 4,2018.0,Racing,704Games  ,0.1,0.0,0.0,0.02,0.13,64.0,9.0,5.3,18.0,"Monster Games Inc., 704Games",E10+
NASCAR Heat 3,Xbox One,2018.0,Racing,704Games  ,0.09,0.0,0.0,0.01,0.1,68.0,7.0,7.3,8.0,704Games,E10+
F1 2018,PlayStation 4,2018.0,Racing,Codemasters  ,0.05,0.39,0.01,0.08,0.53,84.0,41.0,7.8,96.0,Codemasters,E
F1 2018,PC,2018.0,Racing,Codemasters  ,0.0,0.01,0.0,0.0,0.01,83.0,9.0,7.5,70.0,Codemasters,E
F1 2018,Xbox One,2018.0,Racing,Codemasters  ,0.05,0.1,0.0,0.01,0.17,84.0,18.0,8.0,41.0,Codemasters,E
All-Star Fruit Racing,Switch,2018.0,Racing,PQube  ,0.01,0.0,0.0,0.0,0.01,63.0,11.0,3.4,12.0,"3DClouds.it, 3DClouds",E
All-Star Fruit Racing,PlayStation 4,2018.0,Racing,PQube  ,0.03,0.0,0.0,0.01,0.03,60.0,10.0,4.4,12.0,"3DClouds.it, 3DClouds",E
MXGP Pro,PlayStation 4,2018.0,Racing,Milestone S.r.l.  ,0.04,0.0,0.0,0.01,0.05,64.0,19.0,,,Milestone S.r.l,E
MXGP Pro,Xbox One,2018.0,Racing,Milestone S.r.l.  ,0.03,0.0,0.0,0.0,0.03,72.0,8.0,6.9,8.0,Milestone S.r.l,E
The Crew 2,Xbox One,2018.0,Racing,Ubisoft  ,0.2,0.1,0.0,0.03,0.33,69.0,37.0,5.4,92.0,Ubisoft Ivory Tower,T
The Crew 2,PlayStation 4,2018.0,Racing,Ubisoft  ,0.22,0.42,0.05,0.12,0.82,64.0,53.0,5.6,351.0,Ubisoft Ivory Tower,T
Trailblazers,PlayStation 4,2018.0,Racing,Rising Star Games  ,0.02,0.0,0.0,0.0,0.02,63.0,15.0,6.0,8.0,Supergonk Ltd.,E
Aqua Moto Racing Utopia,Switch,2018.0,Racing,Big Ben Interactive  ,0.03,0.0,0.0,0.0,0.03,58.0,6.0,5.8,25.0,Zordix,E
Snow Moto Racing Freedom,Switch,2018.0,Racing,Big Ben Interactive  ,0.03,0.0,0.0,0.0,0.03,52.0,5.0,5.5,20.0,Zordix,E
Trailblazers,Switch,2018.0,Racing,Rising Star Games  ,0.01,0.0,0.0,0.0,0.01,62.0,8.0,7.8,4.0,Supergonk Ltd.,E
Burnout Paradise Remastered,Xbox One,2018.0,Racing,Electronic Arts  ,0.06,0.04,0.0,0.01,0.11,79.0,30.0,7.0,58.0,"Criterion Games, STELLAR ENTERTAINMENT SOFTWARE LTD",E10+
Burnout Paradise Remastered,PlayStation 4,2018.0,Racing,Electronic Arts  ,0.08,0.22,0.01,0.06,0.37,82.0,39.0,6.9,173.0,"Criterion Games, STELLAR ENTERTAINMENT SOFTWARE LTD",E10+
Gravel,PlayStation 4,2018.0,Racing,Milestone S.r.l.  ,0.06,0.0,0.0,0.01,0.08,67.0,30.0,6.3,49.0,Milestone S.r.l,E
Gravel,Xbox One,2018.0,Racing,Milestone S.r.l.  ,0.04,0.0,0.0,0.0,0.05,67.0,15.0,7.0,7.0,Milestone S.r.l,E
Monster Energy Supercross - The Official Videogame,Xbox One,2018.0,Racing,Milestone S.r.l.  ,0.08,0.0,0.0,0.01,0.08,69.0,8.0,7.5,14.0,Milestone S.r.l,E
Monster Energy Supercross - The Official Videogame,PlayStation 4,2018.0,Racing,Milestone S.r.l.  ,0.08,0.01,0.0,0.02,0.11,67.0,27.0,4.5,72.0,Milestone S.r.l,E
Monster Energy Supercross - The Official Videogame,Switch,2018.0,Racing,Milestone S.r.l.  ,0.03,0.0,0.0,0.0,0.03,,,5.6,8.0,Milestone S.r.l,E
VR Karts,PlayStation 4,2017.0,Racing,Perp Games  ,0.03,0.0,0.0,0.01,0.04,42.0,5.0,5.6,5.0,Viewpoint Games,E
Road Rage,PlayStation 4,2017.0,Simulation,Maximum Games  ,0.02,0.0,0.0,0.01,0.03,26.0,14.0,2.4,29.0,Maximum Games,M
Road Rage,Xbox One,2017.0,Simulation,Maximum Games  ,0.04,0.0,0.0,0.0,0.04,33.0,6.0,3.3,7.0,Maximum Games,M
ATV Drift & Tricks,PlayStation 4,2017.0,Racing,Maximum Games  ,0.07,0.0,0.0,0.02,0.09,,,,,Maximum Games,E
Gran Turismo Sport,PlayStation 4,2017.0,Racing,Sony Interactive Entertainment  ,0.63,2.35,0.24,0.54,3.77,75.0,83.0,6.1,1729.0,Polyphony Digital,E
Forza Motorsport 7,Xbox One,2017.0,Racing,Microsoft Studios  ,0.58,0.81,0.01,0.12,1.52,86.0,79.0,6.3,948.0,Turn 10,E
WRC 7,Xbox One,2017.0,Racing,Bigben Interactive  ,0.04,0.0,0.0,0.01,0.05,70.0,11.0,5.6,13.0,Kylotonn,E
WRC 7,PlayStation 4,2017.0,Racing,Bigben Interactive  ,0.06,0.0,0.0,0.01,0.07,70.0,27.0,7.1,34.0,Kylotonn,E
Project CARS 2,Xbox One,2017.0,Racing,Namco Bandai Games  ,0.01,0.18,0.0,0.01,0.2,84.0,22.0,5.6,74.0,"Bandai Namco Games, Slightly Mad Studios",E
Project CARS 2,PlayStation 4,2017.0,Racing,Namco Bandai Games  ,0.1,0.35,0.02,0.08,0.55,82.0,44.0,6.0,197.0,"Bandai Namco Games, Slightly Mad Studios",E
Baja: Edge of Control HD,Xbox One,2017.0,Racing,THQ Nordic  ,0.05,0.0,0.0,0.01,0.05,67.0,6.0,,,THQ Nordic,E
Baja: Edge of Control HD,PlayStation 4,2017.0,Racing,THQ Nordic  ,0.02,0.0,0.0,0.01,0.03,65.0,7.0,6.3,11.0,THQ Nordic,E
NASCAR Heat 2,PlayStation 4,2017.0,Racing,704Games  ,0.11,0.0,0.0,0.02,0.13,66.0,12.0,5.6,25.0,"Monster Games Inc., 704Games",E
NASCAR Heat 2,Xbox One,2017.0,Racing,704Games  ,0.11,0.0,0.0,0.01,0.12,59.0,4.0,,,"Monster Games Inc., 704Games",E
Redout,Xbox One,2017.0,Racing,505 Games  ,0.02,0.0,0.0,0.0,0.02,76.0,10.0,7.8,29.0,34BigThings,E
Redout,PlayStation 4,2017.0,Racing,505 Games  ,0.02,0.0,0.0,0.0,0.02,81.0,11.0,7.6,31.0,505 Games,E
F1 2017,PlayStation 4,2017.0,Racing,Deep Silver  ,0.04,0.47,0.02,0.09,0.62,86.0,41.0,7.5,89.0,Codemasters,E
F1 2017,Xbox One,2017.0,Racing,Deep Silver  ,0.04,0.13,0.0,0.01,0.19,84.0,17.0,7.3,35.0,Codemasters,E
F1 2017,PC,2017.0,Racing,Deep Silver  ,0.0,0.02,0.0,0.0,0.02,89.0,13.0,7.3,103.0,Codemasters,E
MotoGP 17,Xbox One,2017.0,Racing,Koch Media  ,0.04,0.02,0.0,0.01,0.06,73.0,5.0,6.6,5.0,"Koch Media, Milestone S.r.l",E
MotoGP 17,PlayStation 4,2017.0,Racing,Koch Media  ,0.04,0.07,0.0,0.02,0.14,68.0,21.0,4.4,9.0,"Koch Media, Milestone S.r.l",E
DiRT 4,PlayStation 4,2017.0,Racing,Deep Silver  ,0.1,0.3,0.02,0.07,0.49,85.0,44.0,7.5,176.0,Codemasters,T
DiRT 4,PC,2017.0,Racing,Deep Silver  ,0.0,0.01,0.0,0.0,0.01,78.0,15.0,6.6,144.0,Codemasters,T
DiRT 4,Xbox One,2017.0,Racing,Deep Silver  ,0.11,0.1,0.0,0.02,0.23,86.0,21.0,6.7,66.0,"Codemasters, Deep Silver",T
ATV Renegades,Xbox One,2017.0,Racing,Nighthawk Interactive  ,0.0,0.0,0.0,0.0,0.01,,,,,Nighthawk Interactive,E
ATV Renegades,PlayStation 4,2017.0,Racing,Nighthawk Interactive  ,0.01,0.0,0.0,0.0,0.01,,,,,Nighthawk Interactive,E
FlatOut 4: Total Insanity,PlayStation 4,2017.0,Racing,Unfinished Pixel  ,0.01,0.0,0.0,0.0,0.02,62.0,32.0,6.0,53.0,"Strategy First, Kylotonn",T
FlatOut 4: Total Insanity,Xbox One,2017.0,Racing,Strategy First  ,0.01,0.0,0.0,0.0,0.01,66.0,15.0,5.3,26.0,"Strategy First, Kylotonn",T
Moto Racer 4,Xbox One,2017.0,Racing,Microids  ,0.02,0.0,0.0,0.0,0.02,59.0,6.0,2.4,5.0,"Artefacts Studio, PQube",E
Moto Racer 4,PlayStation 4,2017.0,Racing,Microids  ,0.01,0.0,0.0,0.0,0.01,49.0,11.0,4.5,15.0,"Artefacts Studio, PQube",E
Driveclub VR,PlayStation 4,2016.0,Racing,Sony Interactive Entertainment  ,0.12,0.09,0.01,0.04,0.27,66.0,35.0,6.7,134.0,Evolution Studios,E
Ride 2,PlayStation 4,2017.0,Racing,Milestone S.r.l  ,0.07,0.06,0.01,0.03,0.16,69.0,26.0,6.3,48.0,Milestone S.r.l,E
Ride 2,PC,2016.0,Racing,Milestone S.r.l  ,0.0,0.02,0.0,0.0,0.02,67.0,7.0,7.4,25.0,Milestone S.r.l,E
Ride 2,Xbox One,2017.0,Racing,Milestone S.r.l  ,0.06,0.01,0.0,0.01,0.08,66.0,7.0,7.2,14.0,Milestone S.r.l,E
NASCAR Heat Evolution,Xbox One,2016.0,Racing,Dusenberry Martin Racing  ,0.09,0.0,0.0,0.01,0.1,,,1.3,13.0,"Monster Games Inc., Dusenberry Martin Racing",E
NASCAR Heat Evolution,PlayStation 4,2016.0,Racing,Dusenberry Martin Racing  ,0.12,0.0,0.0,0.03,0.15,66.0,8.0,4.2,28.0,"Monster Games Inc., Dusenberry Martin Racing",E
Assetto Corsa,PlayStation 4,2016.0,Racing,505 Games  ,0.0,0.06,0.01,0.01,0.08,73.0,35.0,6.1,107.0,Kunos Simulazioni,E
Assetto Corsa,Xbox One,2016.0,Racing,505 Games  ,0.0,0.01,0.0,0.0,0.02,63.0,10.0,6.5,34.0,Kunos Simulazioni,E
F1 2016,Xbox One,2016.0,Racing,Codemasters  ,0.09,0.12,0.0,0.02,0.22,85.0,14.0,7.8,41.0,Codemasters,E
F1 2016,PlayStation 4,2017.0,Racing,Codemasters  ,0.07,0.56,0.03,0.11,0.78,82.0,49.0,7.9,127.0,Codemasters,E
DiRT Rally,PlayStation 4,2016.0,Racing,Codemasters  ,0.13,0.3,0.0,0.08,0.51,85.0,46.0,7.9,297.0,Codemasters,E
DiRT Rally,PC,2015.0,Racing,Codemasters  ,0.0,0.03,0.0,0.0,0.04,86.0,33.0,8.5,449.0,Codemasters,E
DiRT Rally,Xbox One,2016.0,Racing,Codemasters  ,0.12,0.08,0.0,0.02,0.21,86.0,17.0,7.9,87.0,Codemasters,E
The Crew: Wild Run,PlayStation 4,2015.0,Racing,Ubisoft  ,0.0,0.12,0.0,0.02,0.14,73.0,13.0,6.5,59.0,Ivory Tower,T
The Crew: Wild Run,Xbox One,2015.0,Racing,Ubisoft  ,0.0,0.02,0.0,0.0,0.02,65.0,5.0,6.3,22.0,Ivory Tower,T
The Crew: Wild Run,PC,2015.0,Racing,Ubisoft  ,0.0,0.02,0.0,0.0,0.02,74.0,6.0,7.1,44.0,Ivory Tower,T
F1 2015,PlayStation 4,2015.0,Racing,Codemasters  ,0.1,0.45,0.04,0.1,0.68,65.0,46.0,6.4,57.0,Codemasters,E
F1 2015,Xbox One,2015.0,Racing,Codemasters  ,0.09,0.15,0.0,0.02,0.25,64.0,13.0,6.2,26.0,Codemasters,E
F1 2015,PC,2015.0,Racing,Codemasters  ,0.0,0.06,0.0,0.0,0.06,61.0,13.0,3.9,89.0,Codemasters,E
MotoGP 15,PlayStation 4,2015.0,Racing,Milestone S.r.l.  ,0.0,0.13,0.04,0.02,0.18,66.0,15.0,,,Milestone S.r.l,
MotoGP 15,Xbox 360,2015.0,Racing,Milestone S.r.l.  ,0.0,0.01,0.0,0.0,0.01,,,,,Milestone S.r.l,
MotoGP 15,Xbox One,2015.0,Racing,Milestone S.r.l.  ,0.0,0.03,0.0,0.0,0.03,65.0,9.0,,,Milestone S.r.l,
MotoGP 15,PlayStation 3,2015.0,Racing,Milestone S.r.l.  ,0.0,0.02,0.04,0.0,0.06,,,,,Milestone S.r.l,E10+
Project CARS,PC,2015.0,Driving,Bandai Namco Games  ,0.0,0.12,0.0,0.01,0.13,83.0,48.0,7.2,492.0,Slightly Mad Studios,E
