Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Guitar Hero: Warriors of Rock,Wii,2010.0,Action,Activision  ,0.47,0.41,0.0,0.09,0.96,77.0,26.0,7.1,24.0,"Vicarious Visions, Neversoft Entertainment",T
Guitar Hero: Warriors of Rock,Xbox 360,2010.0,Action,Activision  ,0.47,0.31,0.0,0.07,0.86,72.0,65.0,6.6,57.0,Neversoft Entertainment,T
Guitar Hero: Warriors of Rock,PlayStation 3,2010.0,Action,Activision  ,0.33,0.35,0.0,0.13,0.81,74.0,46.0,7.2,36.0,Neversoft Entertainment,T
Disney Sing It: Party Hits,Wii,2010.0,Action,Disney Interactive Studios  ,0.48,0.1,0.0,0.05,0.63,,,,,Disney Interactive Studios,E
Club Penguin: Game Day!,Wii,2010.0,Miscellaneous,Disney Interactive Studios  ,0.55,0.32,0.0,0.09,0.96,,,8.0,11.0,Artoon,E
Kidz Bop Dance Party! The Video Game,Wii,2010.0,Action,D3 Publisher  ,0.2,0.0,0.0,0.02,0.22,,,,,D3Publisher,E
New Carnival Games,DS,2010.0,Miscellaneous,2K Games  ,0.16,0.05,0.0,0.02,0.23,,,,,Cat Daddy Games,E
New Carnival Games,Wii,2010.0,Miscellaneous,2K Games  ,0.34,0.21,0.0,0.06,0.61,,,4.5,4.0,Cat Daddy Games,E
Junior Brain Trainer 2,DS,2011.0,Miscellaneous,GSP  ,0.04,0.21,0.0,0.03,0.28,,,,,Sanuk Games,E
Truth or Lies,Xbox 360,2010.0,Miscellaneous,THQ  ,0.07,0.03,0.0,0.01,0.11,28.0,6.0,4.4,7.0,"THQ, Big Ant Studios",T
Truth or Lies,PlayStation 3,2010.0,Miscellaneous,THQ  ,0.06,0.02,0.0,0.01,0.09,,,,,"THQ, Big Ant Studios",T
Truth or Lies,Wii,2010.0,Miscellaneous,THQ  ,0.04,0.05,0.0,0.01,0.1,,,,,"THQ, Big Ant Studios",T
Start the Party!,PlayStation 3,2010.0,Miscellaneous,Sony Computer Entertainment  ,0.07,0.41,0.0,0.13,0.62,55.0,47.0,5.5,20.0,Supermassive Games,E
Disney Guilty Party,Wii,2010.0,Miscellaneous,Disney Interactive Studios  ,0.42,0.0,0.0,0.03,0.45,78.0,13.0,8.0,4.0,Wideload Games Inc.,E
My First Dollhouse,DS,2010.0,Miscellaneous,505 Games  ,0.1,0.0,0.0,0.01,0.11,,,,,505 Games,E
The Bachelor: The Videogame,DS,2010.0,Miscellaneous,Warner Bros. Interactive  ,0.08,0.0,0.0,0.01,0.09,,,,,Ludia Inc.,T
Disney Sing It: Family Hits,Wii,2010.0,Action,Disney Interactive Studios  ,0.38,0.17,0.0,0.05,0.59,,,,,Disney Interactive Studios,E
Disney Sing It: Family Hits,PlayStation 3,2010.0,Action,Disney Interactive Studios  ,0.11,0.04,0.0,0.02,0.17,72.0,4.0,,,Disney Interactive Studios,E
Dora's Big Birthday Adventure,DS,2010.0,Miscellaneous,2K Play  ,0.08,0.01,0.0,0.01,0.09,,,,,"Black Lantern Studios, 2K Play",E
Dance on Broadway,Wii,2010.0,Action,Ubisoft  ,0.27,0.65,0.0,0.12,1.04,48.0,6.0,3.3,4.0,Longtail Studios,E10+
Thomas & Friends: Hero of the Rails,Wii,2010.0,Simulation,Majesco  ,0.0,0.02,0.0,0.0,0.02,,,,,Barnstorm Games,E
Thomas & Friends: Hero of the Rails,DS,2010.0,Simulation,Majesco  ,0.0,0.07,0.0,0.01,0.09,,,,,Barnstorm Games,E
Wipeout: The Game,DS,2010.0,Miscellaneous,Activision  ,0.56,0.0,0.0,0.04,0.61,,,,,"A.C.R.O.N.Y.M. Games, Endemol",E
Wipeout: The Game,Wii,2010.0,Miscellaneous,Activision  ,1.94,0.0,0.0,0.14,2.08,,,5.7,27.0,A.C.R.O.N.Y.M. Games,E10+
thinkSMART,DS,2010.0,Miscellaneous,Conspiracy Entertainment  ,0.09,0.0,0.0,0.01,0.1,,,,,"Conspiracy Entertainment, Mentor Interactive",E
Green Day: Rock Band,Wii,2010.0,Action,MTV Games  ,0.22,0.12,0.0,0.03,0.37,76.0,12.0,8.2,15.0,Harmonix Music Systems,T
Green Day: Rock Band,PlayStation 3,2010.0,Action,MTV Games  ,0.19,0.15,0.0,0.07,0.41,76.0,41.0,6.2,25.0,"Harmonix Music Systems, Demiurge Studios",T
Green Day: Rock Band,Xbox 360,2010.0,Action,MTV Games  ,0.24,0.13,0.0,0.04,0.41,75.0,54.0,6.6,33.0,"Harmonix Music Systems, Demiurge Studios",T
Satisfashion,Wii,2010.0,Simulation,Destineer  ,0.01,0.0,0.0,0.0,0.01,,,,,"XS Games, TechFront",E
Vacation Isle: Beach Party,Wii,2010.0,Action,Warner Bros. Interactive  ,0.08,0.02,0.0,0.01,0.12,,,,,Farsight Studios,E
East India Company Collection,PC,2010.0,Miscellaneous,Paradox Interactive   ,0.0,0.03,0.0,0.0,0.03,,,,,Nitro Games,T
Dance Sensation!,Wii,2010.0,Action,Majesco  ,0.06,0.0,0.0,0.0,0.06,,,,,"Alpine Studios, Inc.",E
Game Hits!,DS,2010.0,Action,Destineer  ,0.07,0.01,0.0,0.01,0.09,,,,,Foreign Media,E
Beat City,DS,2010.0,Action,THQ  ,0.07,0.0,0.0,0.01,0.08,70.0,7.0,5.8,6.0,Universomo,E
Learning to Spell,DS,2010.0,Miscellaneous,505 Games  ,0.16,0.0,0.0,0.01,0.17,,,,,505 Games,E
Dead or Alive Paradise,PSP,2010.0,Action,Tecmo  ,0.08,0.02,0.07,0.02,0.2,38.0,34.0,5.9,42.0,"Team Ninja, Tecmo",M
Montessori Music,DS,2011.0,Action,SouthPeak Interactive  ,0.01,0.02,0.0,0.0,0.03,,,,,Will,E
Reader Rabbit Kindergarten,DS,2009.0,Miscellaneous,Graffiti  ,0.25,0.0,0.0,0.02,0.27,,,,,The Learning Company,E
Easy Piano,DS,2010.0,Miscellaneous,Valcon Games  ,0.04,0.11,0.0,0.02,0.17,52.0,4.0,,,Game Life,E
Disney Stitch Jam,DS,2010.0,Action,Disney Interactive Studios  ,0.07,0.0,0.16,0.01,0.24,,,,,Cattle Call,E
Alvin and the Chipmunks: The Squeakquel,DS,2009.0,Action,Majesco  ,0.27,0.0,0.0,0.02,0.29,,,,,ImaginEngine,E
Alvin and the Chipmunks: The Squeakquel,Wii,2009.0,Action,Majesco  ,0.09,0.0,0.0,0.01,0.1,,,,,ImaginEngine,E
Storybook Workshop,Wii,2009.0,Miscellaneous,Konami  ,0.07,0.0,0.0,0.01,0.08,,,,,Konami,E
Just Sing!,DS,2010.0,Action,Conspiracy Entertainment  ,0.14,0.0,0.0,0.01,0.16,,,,,Engine Software,E10+
LEGO Rock Band,PlayStation 3,2009.0,Action,Warner Bros. Interactive  ,0.24,0.12,0.0,0.06,0.42,75.0,36.0,7.7,20.0,TT Fusion,E10+
LEGO Rock Band,Xbox 360,2009.0,Action,Warner Bros. Interactive  ,0.4,0.11,0.0,0.05,0.56,71.0,50.0,7.2,33.0,TT Fusion,E10+
LEGO Rock Band,Wii,2009.0,Action,Warner Bros. Interactive  ,0.41,0.22,0.0,0.06,0.7,70.0,15.0,6.9,7.0,TT Fusion,E10+
Cook Wars,Wii,2009.0,Miscellaneous,Ubisoft  ,0.03,0.0,0.0,0.0,0.04,,,,,Virtual Toys,E
Karaoke Revolution,PlayStation 3,2009.0,Action,Konami  ,0.07,0.03,0.0,0.01,0.1,66.0,8.0,,,Blitz Games Studios,T
Karaoke Revolution,Xbox 360,2009.0,Action,Konami  ,0.12,0.0,0.0,0.01,0.12,62.0,5.0,,,Blitz Games Studios,T
Karaoke Revolution,Wii,2009.0,Action,Konami  ,0.24,0.16,0.0,0.04,0.44,63.0,4.0,,,Blitz Games Studios,T
Hello Kitty Party,DS,2009.0,Miscellaneous,Majesco  ,0.78,0.51,0.0,0.13,1.41,,,,,Barnstorm Games,E
Discovery Kids: Spider Quest,DS,2009.0,Miscellaneous,505 Games  ,0.07,0.0,0.0,0.01,0.08,,,,,505 Games,E
SingStar Latino,PlayStation 3,2009.0,Action,Sony Computer Entertainment  ,0.11,0.0,0.0,0.01,0.12,,,,,SCEE London Studio,T
Family Feud: 2010 Edition,Wii,2009.0,Miscellaneous,Ubisoft  ,0.58,0.0,0.0,0.04,0.62,,,,,Ludia Inc.,E
Pinball Hall of Fame: The Williams Collection,Xbox 360,2009.0,Action,Crave Entertainment  ,0.11,0.0,0.0,0.01,0.12,83.0,18.0,8.3,16.0,Farsight Studios,E10+
Pinball Hall of Fame: The Williams Collection,PlayStation 3,2009.0,Action,Crave Entertainment  ,0.2,0.0,0.0,0.02,0.22,82.0,16.0,7.9,8.0,Farsight Studios,E10+
The Beatles: Rock Band,PlayStation 3,2009.0,Action,MTV Games  ,0.67,0.29,0.0,0.15,1.12,88.0,60.0,8.1,75.0,Harmonix Music Systems,T
The Beatles: Rock Band,Xbox 360,2009.0,Action,MTV Games  ,0.97,0.23,0.0,0.11,1.31,89.0,76.0,8.5,132.0,Harmonix Music Systems,T
The Beatles: Rock Band,Wii,2009.0,Action,MTV Games  ,1.17,0.39,0.0,0.15,1.71,89.0,25.0,7.4,62.0,Harmonix Music Systems,T
Arcade Zone,Wii,2009.0,Action,Activision  ,0.14,0.0,0.0,0.01,0.15,,,,,Activision,E
Guitar Hero 5,PlayStation 3,2009.0,Action,Activision  ,0.53,0.39,0.0,0.17,1.1,86.0,54.0,5.8,92.0,Neversoft Entertainment,T
Guitar Hero 5,Xbox 360,2009.0,Action,Activision  ,0.65,0.37,0.0,0.11,1.13,85.0,69.0,6.8,113.0,Neversoft Entertainment,T
Guitar Hero 5,Wii,2009.0,Action,Activision  ,0.92,0.48,0.0,0.15,1.55,89.0,25.0,7.0,57.0,Vicarious Visions,T
Guitar Hero 5,PlayStation 2,2009.0,Miscellaneous,Activision  ,0.28,0.3,0.0,0.54,1.12,71.0,4.0,2.8,13.0,BudCat,T
DJ Star,DS,2009.0,Miscellaneous,Deep Silver  ,0.01,0.0,0.0,0.0,0.02,66.0,7.0,,,Game Life,T
My Make-Up,DS,2009.0,Miscellaneous,O-Games  ,0.08,0.0,0.0,0.01,0.09,,,,,Oxygen Interactive,E
Junior Classic Games,DS,2009.0,Miscellaneous,Take-Two Interactive  ,0.26,0.09,0.0,0.03,0.38,,,,,Uacari,E
Pop'n Music,Wii,2009.0,Action,Konami  ,0.07,0.0,0.0,0.01,0.08,,,,,Konami,E
SingStar Queen,PlayStation 2,2009.0,Miscellaneous,Sony Computer Entertainment  ,0.08,0.12,0.0,0.44,0.63,73.0,9.0,7.8,6.0,SCEE London Studio,T
My Friends,DS,2009.0,Simulation,O-Games  ,0.07,0.0,0.0,0.01,0.08,,,,,Oxygen Interactive,E
Rockin' Pretty,DS,2009.0,Action,Aksys Games  ,0.05,0.0,0.0,0.0,0.05,,,,,Arc System Works,E
Calvin Tucker's Redneck Jamboree,PC,2009.0,Miscellaneous,Zoo Games  ,0.0,0.0,0.0,0.0,0.01,,,,,Humagade,E10+
50 Classic Games,DS,2009.0,Miscellaneous,Destineer  ,0.5,0.0,0.0,0.04,0.54,,,,,Cerasus Media,E
Rock Band Country Track Pack,Wii,2009.0,Action,MTV Games  ,0.41,0.0,0.0,0.03,0.44,,,,,Harmonix Music Systems,E10+
Rock Band Country Track Pack,PlayStation 2,2009.0,Miscellaneous,MTV Games  ,0.16,0.12,0.0,0.04,0.32,,,,,Harmonix Music Systems,E10+
Rock Band Country Track Pack,PlayStation 3,2009.0,Action,MTV Games  ,0.18,0.0,0.0,0.02,0.19,,,,,Harmonix Music Systems,E10+
Rock Band Country Track Pack,Xbox 360,2009.0,Action,MTV Games  ,0.22,0.0,0.0,0.02,0.23,66.0,4.0,,,Harmonix Music Systems,E10+
Drama Queens,DS,2009.0,Miscellaneous,Majesco  ,0.07,0.0,0.0,0.01,0.08,,,,,Sensory Sweep,T
Ultimate Game Room,DS,2009.0,Miscellaneous,Majesco  ,0.03,0.0,0.0,0.0,0.04,,,,,FrontLine Studios,E
Guitar Hero: Smash Hits,PlayStation 2,2009.0,Miscellaneous,Activision  ,0.11,0.01,0.0,0.1,0.22,69.0,6.0,6.9,9.0,Beenox,T
Guitar Hero: Smash Hits,PlayStation 3,2009.0,Action,Activision  ,0.2,0.11,0.0,0.05,0.35,73.0,34.0,7.3,12.0,Beenox,T
Guitar Hero: Smash Hits,Wii,2009.0,Action,Activision  ,0.31,0.21,0.0,0.06,0.58,74.0,17.0,7.6,9.0,Beenox,T
Guitar Hero: Smash Hits,Xbox 360,2009.0,Action,Activision  ,0.23,0.15,0.0,0.04,0.42,71.0,56.0,6.2,23.0,Beenox,T
Guitar Hero On Tour: Modern Hits,DS,2009.0,Action,Activision  ,0.13,0.2,0.0,0.04,0.37,70.0,30.0,6.8,9.0,Activision,E10+
Rock Band Unplugged,PSP,2009.0,Action,MTV Games  ,0.25,0.15,0.0,0.11,0.5,79.0,50.0,8.6,40.0,"Harmonix Music Systems, Backbone Entertainment",T
Guitar Hero: Metallica,PlayStation 2,2009.0,Miscellaneous,Activision  ,0.17,0.13,0.0,0.04,0.35,,,7.6,10.0,Neversoft Entertainment,T
Rolling Stone: Drum King,Wii,2009.0,Action,505 Games  ,0.09,0.0,0.0,0.01,0.1,32.0,4.0,1.8,4.0,505 Games,T
I Love Beauty: Hollywood Makeover,DS,2009.0,Miscellaneous,City Interactive  ,0.06,0.0,0.0,0.0,0.06,,,,,City Interactive,E
Math Blaster in the Prime Adventure,DS,2009.0,Miscellaneous,Majesco  ,0.09,0.0,0.0,0.01,0.1,,,,,Knowledge Adventure Inc.,E
Rock Band Track Pack: Classic Rock,PlayStation 2,2009.0,Miscellaneous,MTV Games  ,0.1,0.08,0.0,0.03,0.2,,,,,Harmonix Music Systems,T
Rock Band Track Pack: Classic Rock,PlayStation 3,2009.0,Action,MTV Games  ,0.1,0.0,0.0,0.01,0.11,,,,,Harmonix Music Systems,T
Rock Band Track Pack: Classic Rock,Wii,2009.0,Action,MTV Games  ,0.21,0.0,0.0,0.02,0.22,,,,,Harmonix Music Systems,T
Neighborhood Games,Wii,2009.0,Miscellaneous,THQ  ,0.17,0.02,0.0,0.01,0.2,49.0,6.0,7.0,4.0,Jet Black Games,E
100 Classic Books,DS,2010.0,Miscellaneous,Nintendo  ,0.12,0.52,0.0,0.02,0.67,70.0,7.0,6.5,14.0,Genius Sonority Inc.,
Calvin Tucker's Redneck Jamboree,Wii,2008.0,Miscellaneous,Zoo Games  ,0.28,0.0,0.0,0.02,0.31,26.0,6.0,,,Humagade,E10+
Karaoke Joysound Wii,Wii,2008.0,Action,Hudson Soft  ,0.0,0.0,0.25,0.0,0.25,,,,,Hudson,E10+
Let's TAP,Wii,2009.0,Miscellaneous,Sega  ,0.08,0.06,0.01,0.02,0.17,70.0,47.0,6.7,15.0,Prope,E
Rock Band 2,Wii,2008.0,Action,MTV Games  ,0.93,0.01,0.0,0.08,1.02,92.0,10.0,7.2,53.0,Harmonix Music Systems,T
Left Brain Right Brain 2,DS,2008.0,Miscellaneous,Majesco  ,0.12,0.0,0.0,0.01,0.13,51.0,4.0,,,Kokolo Corporation,E
Junior Brain Trainer,DS,2009.0,Miscellaneous,Take-Two Interactive  ,0.23,0.71,0.0,0.09,1.03,,,,,Avanquest Software,E
Family Party: 30 Great Games,Wii,2008.0,Miscellaneous,D3 Publisher  ,0.08,0.01,0.0,0.01,0.09,42.0,10.0,2.4,11.0,Tamsoft,E10+
My Fun Facts Coach,DS,2008.0,Miscellaneous,Ubisoft  ,0.07,0.0,0.0,0.01,0.07,,,,,Powerhead Games,E
101-in-1 Explosive Megamix,DS,2009.0,Miscellaneous,Atlus  ,0.05,0.13,0.0,0.02,0.19,46.0,13.0,,,Nordcurrent,E
Disney Sing It! High School Musical 3: Senior Year,PlayStation 2,2009.0,Miscellaneous,Disney Interactive Studios  ,0.09,0.02,0.0,0.34,0.45,,,,,Disney Interactive Studios,E
Rayman Raving Rabbids: TV Party,DS,2008.0,Miscellaneous,Ubisoft  ,0.44,0.01,0.0,0.04,0.48,,,4.6,7.0,"Ubisoft Paris, Ubisoft Montpellier",E10+
Guitar Rock Tour,DS,2008.0,Action,Gameloft  ,0.1,0.0,0.0,0.01,0.11,60.0,8.0,,,Ubisoft,E10+
KORG DS-10 Synthesizer,DS,2008.0,Miscellaneous,Xseed Games  ,0.19,0.01,0.0,0.02,0.22,82.0,11.0,8.2,13.0,AQ Interactive,E
Namco Museum: Virtual Arcade,Xbox 360,2008.0,Miscellaneous,Namco Bandai  ,0.27,0.01,0.01,0.02,0.31,63.0,16.0,7.2,5.0,Namco Bandai Games,E10+
SingStar Legends,PlayStation 2,2008.0,Miscellaneous,Sony Computer Entertainment  ,0.12,0.75,0.0,0.23,1.1,76.0,25.0,6.8,5.0,SCEE London Studio,T
Game Party 2,Wii,2008.0,Miscellaneous,Midway Games  ,1.28,0.44,0.0,0.17,1.88,29.0,7.0,5.8,10.0,Midway,E
High School Musical 3: Senior Year DANCE!,Xbox 360,2008.0,Action,Disney Interactive Studios  ,0.19,0.0,0.0,0.02,0.21,,,7.4,9.0,Page 44 Studios,E
High School Musical 3: Senior Year DANCE!,PlayStation 2,2008.0,Miscellaneous,Disney Interactive Studios  ,0.17,0.13,0.0,0.04,0.34,,,,,Page 44 Studios,E
PopStar Guitar,Wii,2008.0,Action,XS Games  ,0.03,0.03,0.0,0.0,0.06,,,5.8,4.0,Broadsword Interactive,T
PopStar Guitar,PlayStation 2,2008.0,Miscellaneous,XS Games  ,0.02,0.01,0.0,0.0,0.04,,,,,XS Games,T
SingStar Country,PlayStation 2,2008.0,Miscellaneous,Sony Computer Entertainment  ,0.14,0.11,0.0,0.04,0.28,75.0,13.0,,,SCEE London Studio,T
My Dress-Up,DS,2008.0,Miscellaneous,O-Games  ,0.06,0.01,0.0,0.01,0.07,,,,,Oxygen Interactive,E10+
Smart Girl's Party Game,DS,2008.0,Miscellaneous,UFO Interactive  ,0.31,0.0,0.0,0.02,0.34,,,,,Starfish,E
Brain Training for Dummies,PC,2008.0,Miscellaneous,Electronic Arts  ,0.0,0.01,0.0,0.0,0.01,,,,,Electronic Arts,E
Disney Sing It,Wii,2008.0,Action,Disney Interactive Studios  ,0.77,0.31,0.0,0.11,1.19,,,7.0,4.0,Zoe Mode,E
Disney Sing It,PlayStation 2,2008.0,Miscellaneous,Disney Interactive Studios  ,0.25,0.19,0.0,0.06,0.5,,,,,Zoe Mode,E
Disney Sing It,Xbox 360,2008.0,Action,Disney Interactive Studios  ,0.39,0.01,0.0,0.03,0.43,53.0,10.0,5.1,7.0,Zoe Mode,E
Disney Sing It,PlayStation 3,2008.0,Action,Disney Interactive Studios  ,0.29,0.06,0.0,0.04,0.4,54.0,11.0,3.4,7.0,Zoe Mode,E
Family Fest Presents Circus Games,Wii,2008.0,Action,Ubisoft  ,0.1,0.29,0.0,0.05,0.44,,,,,Kuju Entertainment,E
High School Musical 3: Senior Year DANCE!,Wii,2008.0,Action,Disney Interactive Studios  ,0.67,0.49,0.0,0.13,1.29,,,5.6,14.0,Page 44 Studios,E
Are You Smarter than a 5th Grader?,DS,2007.0,Miscellaneous,THQ  ,0.48,0.0,0.0,0.04,0.53,,,,,"ValuSoft, AWE Games",E
Monopoly,Wii,2008.0,Miscellaneous,Electronic Arts  ,0.86,0.83,0.0,0.2,1.89,70.0,11.0,7.1,22.0,Electronic Arts,E
Monopoly,PlayStation 2,2008.0,Miscellaneous,Electronic Arts  ,0.21,0.16,0.0,0.05,0.43,,,7.2,6.0,Electronic Arts,E
Monopoly,Xbox 360,2008.0,Miscellaneous,Electronic Arts  ,0.34,0.2,0.0,0.06,0.59,56.0,9.0,5.8,17.0,EA Bright Light,E
Monopoly,PlayStation 3,2008.0,Miscellaneous,Electronic Arts  ,0.25,0.06,0.0,0.03,0.34,54.0,4.0,6.9,14.0,Electronic Arts,E
Rock Band 2,PlayStation 3,2008.0,Action,MTV Games  ,1.13,0.2,0.0,0.16,1.5,91.0,24.0,8.0,100.0,Harmonix Music Systems,T
My Japanese Coach,DS,2008.0,Miscellaneous,Ubisoft  ,0.24,0.0,0.0,0.02,0.27,59.0,4.0,6.7,6.0,"Ubisoft, Sensory Sweep",E
Rock Revolution,DS,2008.0,Action,Konami  ,0.1,0.0,0.0,0.01,0.11,,,6.8,8.0,"Zoe Mode, HB Studios Multimedia",E10+
Rock Revolution,Xbox 360,2008.0,Action,Konami  ,0.26,0.0,0.0,0.02,0.29,38.0,28.0,5.1,19.0,"Zoe Mode, HB Studios Multimedia",T
Smart Kid's Party Fun Pak,DS,2008.0,,UFO Interactive  ,0.05,0.0,0.0,0.0,0.05,,,,,,
Boogie SuperStar,Wii,2008.0,Action,Electronic Arts  ,0.2,0.02,0.0,0.02,0.24,,,8.6,14.0,EA Montreal,E10+
Rock Revolution,PlayStation 3,2008.0,Action,Konami  ,0.25,0.0,0.0,0.02,0.27,42.0,20.0,6.6,12.0,"Zoe Mode, HB Studios Multimedia",T
My Spanish Coach,PSP,2008.0,Miscellaneous,Ubisoft  ,0.12,0.0,0.0,0.01,0.13,,,,,"Ubisoft, Sensory Sweep",E
Bella Sara,DS,2008.0,Simulation,Codemasters  ,0.04,0.03,0.0,0.01,0.08,,,,,Razorback Developments,E
Zubo,DS,2009.0,Action,Electronic Arts  ,0.08,0.02,0.0,0.01,0.11,75.0,19.0,7.6,76.0,EA Bright Light,E10+
Princess Debut,DS,2008.0,Action,Natsume  ,0.1,0.0,0.0,0.01,0.1,71.0,6.0,7.8,8.0,Cave,E
Rock Band Track Pack Volume 1,PlayStation 2,2008.0,Miscellaneous,MTV Games  ,0.06,0.05,0.0,0.02,0.13,,,,,Harmonix Music Systems,T
Buzz! Master Quiz,PSP,2008.0,Miscellaneous,Sony Computer Entertainment  ,0.22,0.44,0.0,0.24,0.9,68.0,31.0,7.0,4.0,Relentless Software,E10+
Buzz! Quiz TV,PlayStation 3,2008.0,Miscellaneous,Sony Computer Entertainment  ,0.28,0.47,0.0,0.13,0.88,80.0,48.0,7.2,31.0,Relentless Software,T
Naruto Ultimate Collection,PlayStation 2,2008.0,Miscellaneous,Namco Bandai  ,0.06,0.04,0.0,0.01,0.11,,,,,Namco Bandai Games America,T
Pac-Man Power Pack,PlayStation 2,2008.0,Miscellaneous,Namco Bandai  ,0.04,0.03,0.0,0.01,0.08,,,,,Namco Bandai Games America,E
My Secret World by Imagine,DS,2008.0,Miscellaneous,Ubisoft  ,0.0,0.2,0.0,0.0,0.2,,,7.3,6.0,Ubisoft,E
My Secret World by Imagine,DS,2008.0,Miscellaneous,Ubisoft  ,0.38,0.19,0.0,0.01,0.58,,,7.3,6.0,Ubisoft,E
My Secret World by Imagine,DS,2008.0,Miscellaneous,Ubisoft  ,0.0,0.2,0.0,0.0,0.2,,,7.3,6.0,Ubisoft,E
My Secret World by Imagine,DS,2008.0,Miscellaneous,Ubisoft  ,0.38,0.19,0.0,0.01,0.58,,,7.3,6.0,Ubisoft,E
Red Bull BC One,DS,2008.0,Action,Ignition Entertainment  ,0.08,0.0,0.0,0.01,0.09,48.0,15.0,5.3,8.0,Smack Down Productions,E
Rock Band 2,Xbox 360,2008.0,Action,MTV Games  ,1.78,0.24,0.0,0.18,2.2,92.0,69.0,8.2,167.0,Harmonix Music Systems,T
The Price is Right,DS,2008.0,Miscellaneous,Ubisoft  ,0.46,0.0,0.0,0.04,0.49,,,,,Ludia Inc.,E
The Price is Right,Wii,2008.0,Miscellaneous,Ubisoft  ,0.76,0.0,0.0,0.06,0.82,,,4.4,10.0,Ludia Inc.,E
My Chinese Coach,DS,2008.0,Miscellaneous,Ubisoft  ,0.1,0.01,0.0,0.01,0.12,,,,,"Ubisoft, Sensory Sweep",E
SingStar Amped,PlayStation 2,2007.0,Miscellaneous,Sony Computer Entertainment  ,0.23,0.18,0.0,0.06,0.46,76.0,20.0,,,SCEE London Studio,T
The Cheetah Girls: Passport to Stardom,DS,2008.0,Action,Disney Interactive Studios  ,0.18,0.0,0.0,0.01,0.2,,,,,Handheld Games,E
Quick Yoga Training,DS,2008.0,Sports,Ubisoft  ,0.12,0.0,0.0,0.01,0.13,,,,,"Ubisoft, Moss",E
Order Up!,Wii,2008.0,Action,Zoo Games  ,0.19,0.01,0.0,0.02,0.21,76.0,25.0,8.6,27.0,SuperVillain Studios,E
Carnival Games,DS,2008.0,Action,2K Play  ,1.22,0.63,0.0,0.19,2.04,48.0,11.0,3.3,4.0,Cat Daddy Games,E
Wonder World Amusement Park,Wii,2008.0,Miscellaneous,Majesco  ,0.04,0.0,0.0,0.0,0.05,37.0,9.0,4.5,4.0,Coyote Console,E
Guitar Hero: Aerosmith,Xbox 360,2008.0,Action,Activision  ,1.0,0.13,0.0,0.1,1.23,70.0,59.0,6.6,54.0,Neversoft Entertainment,T
Guitar Hero: Aerosmith,PlayStation 3,2008.0,Action,Activision  ,0.73,0.15,0.0,0.11,1.0,70.0,39.0,5.1,28.0,Neversoft Entertainment,T
Guitar Hero: Aerosmith,Wii,2008.0,Action,Activision  ,1.03,0.14,0.0,0.1,1.27,73.0,16.0,6.8,22.0,Vicarious Visions,T
Guitar Hero: Aerosmith,PlayStation 2,2008.0,Miscellaneous,Activision  ,0.61,0.0,0.0,0.18,0.79,71.0,11.0,6.7,20.0,BudCat,T
Hail to the Chimp,PlayStation 3,2008.0,Miscellaneous,Gamecock  ,0.05,0.0,0.0,0.01,0.05,51.0,19.0,4.2,5.0,Wideload Games Inc.,T
Hail to the Chimp,Xbox 360,2008.0,Miscellaneous,Gamecock  ,0.05,0.0,0.0,0.0,0.06,52.0,23.0,6.1,8.0,Wideload Games Inc.,T
Midnight Play! Pack,DS,2008.0,Miscellaneous,Ubisoft  ,0.08,0.0,0.0,0.01,0.08,,,,,Gameloft,T
Guitar Hero: On Tour,DS,2008.0,Action,Activision  ,2.1,1.01,0.01,0.35,3.46,71.0,70.0,8.0,37.0,Vicarious Visions,E10+
Rock Band,Wii,2008.0,Action,MTV Games  ,1.33,0.56,0.0,0.2,2.08,80.0,21.0,6.3,39.0,Harmonix Music Systems,T
Looney Tunes: Cartoon Conductor,DS,2008.0,Action,Eidos Interactive  ,0.04,0.0,0.0,0.0,0.04,67.0,17.0,,,Amaze Entertainment,E
My Fashion Studio,DS,2008.0,Simulation,Ubisoft  ,0.41,0.01,0.0,0.03,0.45,,,6.8,6.0,"505 Games, Creative Patterns",E
World Championship Cards,PSP,2008.0,Miscellaneous,Crave Entertainment  ,0.19,0.0,0.0,0.02,0.2,,,,,Crave,E
Guitar Hero III: Legends of Rock,Wii,2007.0,Action,RedOctane  ,3.04,1.12,0.0,0.44,4.6,86.0,36.0,7.8,106.0,Vicarious Visions,T
Buzz! Junior: RoboJam,PlayStation 2,2008.0,Miscellaneous,Sony Computer Entertainment  ,0.11,0.09,0.0,0.03,0.23,62.0,10.0,,,Cohort Studios,E
Buzz! The Hollywood Quiz,PlayStation 2,2008.0,Miscellaneous,Sony Computer Entertainment  ,0.17,0.0,0.0,0.61,0.78,77.0,22.0,7.5,6.0,Relentless Software,T
Brain Assist,DS,2008.0,Miscellaneous,Sega  ,0.12,0.0,0.0,0.01,0.13,53.0,17.0,,,Sega,E
Pinball Hall of Fame: The Williams Collection,Wii,2008.0,Action,Crave Entertainment  ,0.42,0.03,0.0,0.04,0.48,82.0,16.0,8.1,40.0,Farsight Studios,E10+
Pinball Hall of Fame: The Williams Collection,PSP,2008.0,Action,Crave Entertainment  ,0.09,0.01,0.0,0.01,0.11,78.0,4.0,,,Farsight Studios,E10+
